episode_id,step,obs_0,obs_1,action,reward,done,next_obs_0,next_obs_1,return
0,35,-0.45828822,-0.0017835891,1,-1.0,0,-0.4605585,-0.0022702904,-247.0
0,36,-0.4605585,-0.0022702904,0,-1.0,0,-0.46429878,-0.0037402788,-247.0
0,37,-0.46429878,-0.0037402788,2,-1.0,0,-0.46748146,-0.0031826866,-247.0
0,38,-0.46748146,-0.0031826866,2,-1.0,0,-0.47008306,-0.002601581,-247.0
0,39,-0.47008306,-0.002601581,1,-1.0,0,-0.47308427,-0.0030012268,-247.0
0,40,-0.47308427,-0.0030012268,1,-1.0,0,-0.47646293,-0.0033786371,-247.0
0,41,-0.47646293,-0.0033786371,0,-1.0,0,-0.4811939,-0.004730979,-247.0
0,42,-0.4811939,-0.004730979,2,-1.0,0,-0.48524207,-0.0040481584,-247.0
0,43,-0.48524207,-0.0040481584,1,-1.0,0,-0.48957726,-0.0043351995,-247.0
0,44,-0.48957726,-0.0043351995,1,-1.0,0,-0.49416718,-0.004589918,-247.0
0,45,-0.49416718,-0.004589918,2,-1.0,0,-0.49797755,-0.0038103682,-247.0
0,46,-0.49797755,-0.0038103682,2,-1.0,0,-0.5009799,-0.0030023383,-247.0
0,47,-0.5009799,-0.0030023383,1,-1.0,0,-0.50415176,-0.0031718498,-247.0
0,48,-0.50415176,-0.0031718498,2,-1.0,0,-0.50646937,-0.00231762,-247.0
0,49,-0.50646937,-0.00231762,1,-1.0,0,-0.50891536,-0.002446034,-247.0
0,50,-0.50891536,-0.002446034,2,-1.0,0,-0.5104715,-0.0015561238,-247.0
0,51,-0.5104715,-0.0015561238,1,-1.0,0,-0.5121261,-0.0016545529,-247.0
0,52,-0.5121261,-0.0016545529,2,-1.0,0,-0.5128666,-0.0007405812,-247.0
0,53,-0.5128666,-0.0007405812,2,-1.0,0,-0.5126877,0.00017894173,-247.0
0,54,-0.5126877,0.00017894173,2,-1.0,0,-0.5115906,0.0010971233,-247.0
0,55,-0.5115906,0.0010971233,2,-1.0,0,-0.5095835,0.0020070814,-247.0
0,56,-0.5095835,0.0020070814,2,-1.0,0,-0.5066815,0.0029019977,-247.0
0,57,-0.5066815,0.0029019977,2,-1.0,0,-0.5029063,0.0037751726,-247.0
0,58,-0.5029063,0.0037751726,0,-1.0,0,-0.5002862,0.0026200789,-247.0
0,59,-0.5002862,0.0026200789,2,-1.0,0,-0.49684086,0.0034453776,-247.0
0,60,-0.49684086,0.0034453776,2,-1.0,0,-0.49259597,0.0042449087,-247.0
0,61,-0.49259597,0.0042449087,2,-1.0,0,-0.48758325,0.0050127227,-247.0
0,62,-0.48758325,0.0050127227,2,-1.0,0,-0.4818401,0.0057431315,-247.0
0,63,-0.4818401,0.0057431315,2,-1.0,0,-0.47540936,0.00643076,-247.0
0,64,-0.47540936,0.00643076,1,-1.0,0,-0.46933874,0.006070597,-247.0
0,65,-0.46933874,0.006070597,2,-1.0,0,-0.4626733,0.0066654417,-247.0
0,66,-0.4626733,0.0066654417,2,-1.0,0,-0.45546228,0.0072110407,-247.0
0,67,-0.45546228,0.0072110407,2,-1.0,0,-0.4477587,0.007703568,-247.0
0,68,-0.4477587,0.007703568,1,-1.0,0,-0.44061905,0.0071396623,-247.0
0,69,-0.44061905,0.0071396623,2,-1.0,0,-0.4330953,0.007523722,-247.0
0,70,-0.4330953,0.007523722,2,-1.0,0,-0.42524207,0.007853256,-247.0
0,71,-0.42524207,0.007853256,2,-1.0,0,-0.41711584,0.008126237,-247.0
0,72,-0.41711584,0.008126237,2,-1.0,0,-0.4087747,0.00834113,-247.0
0,73,-0.4087747,0.00834113,2,-1.0,0,-0.40027782,0.00849688,-247.0
0,74,-0.40027782,0.00849688,2,-1.0,0,-0.3916849,0.008592928,-247.0
0,75,-0.3916849,0.008592928,2,-1.0,0,-0.3830557,0.008629196,-247.0
0,76,-0.3830557,0.008629196,2,-1.0,0,-0.3744496,0.008606077,-247.0
0,77,-0.3744496,0.008606077,0,-1.0,0,-0.3679252,0.006524413,-247.0
0,78,-0.3679252,0.006524413,2,-1.0,0,-0.36152637,0.0063988427,-247.0
0,79,-0.36152637,0.0063988427,0,-1.0,0,-0.35729572,0.0042306306,-247.0
0,80,-0.35729572,0.0042306306,2,-1.0,0,-0.35326126,0.0040344605,-247.0
0,81,-0.35326126,0.0040344605,1,-1.0,0,-0.35044947,0.0028118088,-247.0
0,82,-0.35044947,0.0028118088,2,-1.0,0,-0.34787866,0.0025708065,-247.0
0,83,-0.34787866,0.0025708065,0,-1.0,0,-0.34756556,0.00031310334,-247.0
0,84,-0.34756556,0.00031310334,0,-1.0,0,-0.3495122,-0.0019466287,-247.0
0,85,-0.3495122,-0.0019466287,1,-1.0,0,-0.3527059,-0.0031937286,-247.0
0,86,-0.3527059,-0.0031937286,1,-1.0,0,-0.3571259,-0.004420012,-247.0
0,87,-0.3571259,-0.004420012,0,-1.0,0,-0.36374322,-0.0066172997,-247.0
0,88,-0.36374322,-0.0066172997,0,-1.0,0,-0.372514,-0.008770786,-247.0
0,89,-0.372514,-0.008770786,0,-1.0,0,-0.38337952,-0.010865521,-247.0
0,90,-0.38337952,-0.010865521,0,-1.0,0,-0.39626595,-0.012886423,-247.0
0,91,-0.39626595,-0.012886423,0,-1.0,0,-0.41108432,-0.014818362,-247.0
0,92,-0.41108432,-0.014818362,0,-1.0,0,-0.4277306,-0.016646286,-247.0
0,93,-0.4277306,-0.016646286,2,-1.0,0,-0.44408602,-0.016355427,-247.0
0,94,-0.44408602,-0.016355427,0,-1.0,0,-0.46203217,-0.017946133,-247.0
0,95,-0.46203217,-0.017946133,1,-1.0,0,-0.48043743,-0.018405262,-247.0
0,96,-0.48043743,-0.018405262,1,-1.0,0,-0.49916548,-0.018728068,-247.0
0,97,-0.49916548,-0.018728068,0,-1.0,0,-0.51907665,-0.019911153,-247.0
0,98,-0.51907665,-0.019911153,0,-1.0,0,-0.5400217,-0.020945068,-247.0
0,99,-0.5400217,-0.020945068,1,-1.0,0,-0.56084365,-0.020821948,-247.0
0,100,-0.56084365,-0.020821948,0,-1.0,0,-0.58238685,-0.021543192,-247.0
0,101,-0.58238685,-0.021543192,1,-1.0,0,-0.6034914,-0.021104563,-247.0
0,102,-0.6034914,-0.021104563,0,-1.0,0,-0.6250025,-0.021511089,-247.0
0,103,-0.6250025,-0.021511089,1,-1.0,0,-0.64576477,-0.020762237,-247.0
0,104,-0.64576477,-0.020762237,0,-1.0,0,-0.6666311,-0.020866366,-247.0
0,105,-0.6666311,-0.020866366,0,-1.0,0,-0.6874573,-0.020826241,-247.0
0,106,-0.6874573,-0.020826241,0,-1.0,0,-0.70810354,-0.020646203,-247.0
0,107,-0.70810354,-0.020646203,1,-1.0,0,-0.7274355,-0.019332003,-247.0
0,108,-0.7274355,-0.019332003,1,-1.0,0,-0.7453323,-0.017896742,-247.0
0,109,-0.7453323,-0.017896742,0,-1.0,0,-0.762686,-0.017353699,-247.0
0,110,-0.762686,-0.017353699,1,-1.0,0,-0.77839637,-0.01571039,-247.0
0,111,-0.77839637,-0.01571039,0,-1.0,0,-0.7933765,-0.014980143,-247.0
0,112,-0.7933765,-0.014980143,2,-1.0,0,-0.8055471,-0.012170575,-247.0
0,113,-0.8055471,-0.012170575,1,-1.0,0,-0.8158463,-0.010299245,-247.0
0,114,-0.8158463,-0.010299245,0,-1.0,0,-0.8252239,-0.009377597,-247.0
0,115,-0.8252239,-0.009377597,2,-1.0,0,-0.83163565,-0.006411726,-247.0
0,116,-0.83163565,-0.006411726,2,-1.0,0,-0.8350522,-0.003416513,-247.0
0,117,-0.8350522,-0.003416513,2,-1.0,0,-0.83545816,-0.00040596552,-247.0
0,118,-0.83545816,-0.00040596552,2,-1.0,0,-0.83285177,0.00260639,-247.0
0,119,-0.83285177,0.00260639,2,-1.0,0,-0.82724464,0.0056070853,-247.0
0,120,-0.82724464,0.0056070853,2,-1.0,0,-0.8186624,0.008582283,-247.0
0,121,-0.8186624,0.008582283,1,-1.0,0,-0.808145,0.010517372,-247.0
0,122,-0.808145,0.010517372,2,-1.0,0,-0.7947435,0.013401564,-247.0
0,123,-0.7947435,0.013401564,2,-1.0,0,-0.77852523,0.016218191,-247.0
0,124,-0.77852523,0.016218191,2,-1.0,0,-0.75957614,0.018949136,-247.0
0,125,-0.75957614,0.018949136,2,-1.0,0,-0.73800135,0.021574795,-247.0
0,126,-0.73800135,0.021574795,2,-1.0,0,-0.7139271,0.02407421,-247.0
0,127,-0.7139271,0.02407421,2,-1.0,0,-0.6875017,0.026425362,-247.0
0,128,-0.6875017,0.026425362,2,-1.0,0,-0.6588961,0.028605694,-247.0
0,129,-0.6588961,0.028605694,1,-1.0,0,-0.6293033,0.02959279,-247.0
0,130,-0.6293033,0.02959279,2,-1.0,0,-0.5979309,0.031372353,-247.0
0,131,-0.5979309,0.031372353,2,-1.0,0,-0.56500566,0.032925237,-247.0
0,132,-0.56500566,0.032925237,2,-1.0,0,-0.5307707,0.03423499,-247.0
0,133,-0.5307707,0.03423499,2,-1.0,0,-0.4954819,0.035288773,-247.0
0,134,-0.4954819,0.035288773,2,-1.0,0,-0.45940378,0.036078148,-247.0
0,135,-0.45940378,0.036078148,2,-1.0,0,-0.42280412,0.036599655,-247.0
0,136,-0.42280412,0.036599655,2,-1.0,0,-0.38594896,0.036855165,-247.0
0,137,-0.38594896,0.036855165,2,-1.0,0,-0.34909707,0.036851883,-247.0
0,138,-0.34909707,0.036851883,2,-1.0,0,-0.312495,0.036602084,-247.0
0,139,-0.312495,0.036602084,2,-1.0,0,-0.27637243,0.036122542,-247.0
0,140,-0.27637243,0.036122542,2,-1.0,0,-0.24093871,0.035433725,-247.0
0,141,-0.24093871,0.035433725,2,-1.0,0,-0.20637986,0.03455886,-247.0
0,142,-0.20637986,0.03455886,2,-1.0,0,-0.17285694,0.033522915,-247.0
0,143,-0.17285694,0.033522915,2,-1.0,0,-0.14050534,0.032351594,-247.0
0,144,-0.14050534,0.032351594,2,-1.0,0,-0.109434925,0.03107042,-247.0
0,145,-0.109434925,0.03107042,2,-1.0,0,-0.07973098,0.029703945,-247.0
0,146,-0.07973098,0.029703945,2,-1.0,0,-0.05145586,0.028275121,-247.0
0,147,-0.05145586,0.028275121,2,-1.0,0,-0.024651013,0.026804848,-247.0
0,148,-0.024651013,0.026804848,2,-1.0,0,0.0006606682,0.02531168,-247.0
0,149,0.0006606682,0.02531168,2,-1.0,0,0.024472354,0.023811687,-247.0
0,150,0.024472354,0.023811687,2,-1.0,0,0.046790775,0.022318421,-247.0
0,151,0.046790775,0.022318421,2,-1.0,0,0.067633785,0.02084301,-247.0
0,152,0.067633785,0.02084301,2,-1.0,0,0.08702808,0.019394295,-247.0
0,153,0.08702808,0.019394295,2,-1.0,0,0.1050071,0.017979018,-247.0
0,154,0.1050071,0.017979018,2,-1.0,0,0.121609144,0.016602045,-247.0
0,155,0.121609144,0.016602045,2,-1.0,0,0.13687572,0.015266581,-247.0
0,156,0.13687572,0.015266581,2,-1.0,0,0.15085013,0.013974405,-247.0
0,157,0.15085013,0.013974405,2,-1.0,0,0.1635762,0.012726068,-247.0
0,158,0.1635762,0.012726068,2,-1.0,0,0.17509729,0.011521093,-247.0
0,159,0.17509729,0.011521093,2,-1.0,0,0.18545544,0.010358149,-247.0
0,160,0.18545544,0.010358149,2,-1.0,0,0.19469064,0.0092352,-247.0
0,161,0.19469064,0.0092352,2,-1.0,0,0.20284028,0.008149639,-247.0
0,162,0.20284028,0.008149639,2,-1.0,0,0.20993868,0.007098403,-247.0
0,163,0.20993868,0.007098403,2,-1.0,0,0.21601674,0.0060780635,-247.0
0,164,0.21601674,0.0060780635,2,-1.0,0,0.22110166,0.0050849076,-247.0
0,165,0.22110166,0.0050849076,2,-1.0,0,0.22521666,0.0041150036,-247.0
0,166,0.22521666,0.0041150036,2,-1.0,0,0.2283809,0.003164252,-247.0
0,167,0.2283809,0.003164252,2,-1.0,0,0.23060934,0.0022284302,-247.0
0,168,0.23060934,0.0022284302,2,-1.0,0,0.23191257,0.0013032275,-247.0
0,169,0.23191257,0.0013032275,2,-1.0,0,0.23229684,0.00038427475,-247.0
0,170,0.23229684,0.00038427475,2,-1.0,0,0.231764,-0.0005328294,-247.0
0,171,0.231764,-0.0005328294,2,-1.0,0,0.23031151,-0.001452496,-247.0
0,172,0.23031151,-0.001452496,2,-1.0,0,0.2279324,-0.0023791231,-247.0
0,173,0.2279324,-0.0023791231,2,-1.0,0,0.22461532,-0.0033170718,-247.0
0,174,0.22461532,-0.0033170718,2,-1.0,0,0.22034468,-0.0042706407,-247.0
0,175,0.22034468,-0.0042706407,2,-1.0,0,0.21510065,-0.0052440353,-247.0
0,176,0.21510065,-0.0052440353,2,-1.0,0,0.20885931,-0.006241331,-247.0
0,177,0.20885931,-0.006241331,0,-1.0,0,0.19959289,-0.009266428,-247.0
0,178,0.19959289,-0.009266428,2,-1.0,0,0.18926139,-0.010331489,-247.0
0,179,0.18926139,-0.010331489,0,-1.0,0,0.17582217,-0.013439226,-247.0
0,180,0.17582217,-0.013439226,0,-1.0,0,0.15922274,-0.01659944,-247.0
0,181,0.15922274,-0.01659944,2,-1.0,0,0.14140312,-0.017819611,-247.0
0,182,0.14140312,-0.017819611,0,-1.0,0,0.1203051,-0.021098023,-247.0
0,183,0.1203051,-0.021098023,0,-1.0,0,0.09586814,-0.024436958,-247.0
0,184,0.09586814,-0.024436958,0,-1.0,0,0.06803387,-0.027834274,-247.0
0,185,0.06803387,-0.027834274,0,-1.0,0,0.036751483,-0.031282384,-247.0
0,186,0.036751483,-0.031282384,0,-1.0,0,0.0019842798,-0.034767203,-247.0
0,187,0.0019842798,-0.034767203,0,-1.0,0,-0.03628288,-0.038267158,-247.0
0,188,-0.03628288,-0.038267158,0,-1.0,0,-0.07803524,-0.041752364,-247.0
0,189,-0.07803524,-0.041752364,0,-1.0,0,-0.12321941,-0.04518417,-247.0
0,190,-0.12321941,-0.04518417,0,-1.0,0,-0.1717347,-0.048515294,-247.0
0,191,-0.1717347,-0.048515294,0,-1.0,0,-0.22342548,-0.051690776,-247.0
0,192,-0.22342548,-0.051690776,1,-1.0,0,-0.27707538,-0.053649902,-247.0
0,193,-0.27707538,-0.053649902,0,-1.0,0,-0.3334102,-0.056334827,-247.0
0,194,-0.3334102,-0.056334827,0,-1.0,0,-0.3920953,-0.058685098,-247.0
0,195,-0.3920953,-0.058685098,0,-1.0,0,-0.4527413,-0.060645986,-247.0
0,196,-0.4527413,-0.060645986,0,-1.0,0,-0.5149147,-0.062173426,-247.0
0,197,-0.5149147,-0.062173426,0,-1.0,0,-0.57815325,-0.063238546,-247.0
0,198,-0.57815325,-0.063238546,0,-1.0,0,-0.64198446,-0.06383122,-247.0
0,199,-0.64198446,-0.06383122,0,-1.0,0,-0.7059463,-0.06396187,-247.0
0,200,-0.7059463,-0.06396187,0,-1.0,0,-0.76960784,-0.06366146,-247.0
0,201,-0.76960784,-0.06366146,0,-1.0,0,-0.8325872,-0.062979385,-247.0
0,202,-0.8325872,-0.062979385,0,-1.0,0,-0.8945671,-0.061979882,-247.0
0,203,-0.8945671,-0.061979882,0,-1.0,0,-0.9553045,-0.060737416,-247.0
0,204,-0.9553045,-0.060737416,0,-1.0,0,-1.0146363,-0.059331812,-247.0
0,205,-1.0146363,-0.059331812,0,-1.0,0,-1.0724801,-0.057843734,-247.0
0,206,-1.0724801,-0.057843734,1,-1.0,0,-1.127831,-0.05535092,-247.0
0,207,-1.127831,-0.05535092,0,-1.0,0,-1.1817547,-0.053923707,-247.0
0,208,-1.1817547,-0.053923707,2,-1.0,0,-1.2,0.0,-247.0
0,209,-1.2,0.0,2,-1.0,0,-1.1967582,0.003241896,-247.0
0,210,-1.1967582,0.003241896,2,-1.0,0,-1.1902636,0.0064944453,-247.0
0,211,-1.1902636,0.0064944453,2,-1.0,0,-1.180496,0.009767694,-247.0
0,212,-1.180496,0.009767694,2,-1.0,0,-1.1674255,0.013070449,-247.0
0,213,-1.1674255,0.013070449,2,-1.0,0,-1.1510159,0.016409589,-247.0
0,214,-1.1510159,0.016409589,2,-1.0,0,-1.1312267,0.01978931,-247.0
0,215,-1.1312267,0.01978931,2,-1.0,0,-1.1080164,0.023210295,-247.0
0,216,-1.1080164,0.023210295,2,-1.0,0,-1.0813475,0.026668796,-247.0
0,217,-1.0813475,0.026668796,2,-1.0,0,-1.0511918,0.030155689,-247.0
0,218,-1.0511918,0.030155689,2,-1.0,0,-1.0175363,0.03365551,-247.0
0,219,-1.0175363,0.03365551,2,-1.0,0,-0.9803907,0.03714562,-247.0
0,220,-0.9803907,0.03714562,2,-1.0,0,-0.93979514,0.040595576,-247.0
0,221,-0.93979514,0.040595576,2,-1.0,0,-0.8958282,0.043966923,-247.0
0,222,-0.8958282,0.043966923,2,-1.0,0,-0.84861463,0.047213554,-247.0
0,223,-0.84861463,0.047213554,2,-1.0,0,-0.7983318,0.050282877,-247.0
0,224,-0.7983318,0.050282877,2,-1.0,0,-0.74521387,0.053117886,-247.0
0,225,-0.74521387,0.053117886,2,-1.0,0,-0.6895537,0.05566023,-247.0
0,226,-0.6895537,0.05566023,2,-1.0,0,-0.63169956,0.057854105,-247.0
0,227,-0.63169956,0.057854105,2,-1.0,0,-0.57204884,0.059650723,-247.0
0,228,-0.57204884,0.059650723,2,-1.0,0,-0.51103604,0.061012823,-247.0
0,229,-0.51103604,0.061012823,2,-1.0,0,-0.4491174,0.061918624,-247.0
0,230,-0.4491174,0.061918624,2,-1.0,0,-0.38675275,0.06236465,-247.0
0,231,-0.38675275,0.06236465,2,-1.0,0,-0.32438585,0.06236689,-247.0
0,232,-0.32438585,0.06236689,2,-1.0,0,-0.2624257,0.061960164,-247.0
0,233,-0.2624257,0.061960164,2,-1.0,0,-0.20122996,0.06119572,-247.0
0,234,-0.20122996,0.06119572,2,-1.0,0,-0.14109236,0.060137603,-247.0
0,235,-0.14109236,0.060137603,2,-1.0,0,-0.08223413,0.058858234,-247.0
0,236,-0.08223413,0.058858234,2,-1.0,0,-0.0248002,0.057433926,-247.0
0,237,-0.0248002,0.057433926,2,-1.0,0,0.031140642,0.055940844,-247.0
0,238,0.031140642,0.055940844,2,-1.0,0,0.08559239,0.054451745,-247.0
0,239,0.08559239,0.054451745,2,-1.0,0,0.1386261,0.05303371,-247.0
0,240,0.1386261,0.05303371,2,-1.0,0,0.1903729,0.051746808,-247.0
0,241,0.1903729,0.051746808,2,-1.0,0,0.24101646,0.050643563,-247.0
0,242,0.24101646,0.050643563,2,-1.0,0,0.29078555,0.049769085,-247.0
0,243,0.29078555,0.049769085,2,-1.0,0,0.33994707,0.049161527,-247.0
0,244,0.33994707,0.049161527,2,-1.0,0,0.38879985,0.048852775,-247.0
0,245,0.38879985,0.048852775,2,-1.0,0,0.43766898,0.048869114,-247.0
0,246,0.43766898,0.048869114,2,-1.0,0,0.48690072,0.049231753,-247.0
0,247,0.48690072,0.049231753,2,-1.0,1,0.5368578,0.049957074,-247.0
1,1,-0.58773154,0.0,1,-1.0,0,-0.5872535,0.00047803353,-116.0
1,2,-0.5872535,0.00047803353,2,-1.0,0,-0.5853009,0.0019525475,-116.0
1,3,-0.5853009,0.0019525475,2,-1.0,0,-0.58188826,0.0034126753,-116.0
1,4,-0.58188826,0.0034126753,1,-1.0,0,-0.57804066,0.0038476218,-116.0
1,5,-0.57804066,0.0038476218,2,-1.0,0,-0.5727865,0.005254123,-116.0
1,6,-0.5727865,0.005254123,2,-1.0,0,-0.5661648,0.0066216937,-116.0
1,7,-0.5661648,0.0066216937,2,-1.0,0,-0.55822474,0.007940072,-116.0
1,8,-0.55822474,0.007940072,2,-1.0,0,-0.5490255,0.0091993,-116.0
1,9,-0.5490255,0.0091993,2,-1.0,0,-0.5386356,0.010389815,-116.0
1,10,-0.5386356,0.010389815,2,-1.0,0,-0.5271331,0.011502554,-116.0
1,11,-0.5271331,0.011502554,2,-1.0,0,-0.51460403,0.01252906,-116.0
1,12,-0.51460403,0.01252906,2,-1.0,0,-0.5011424,0.0134616075,-116.0
1,13,-0.5011424,0.0134616075,0,-1.0,0,-0.4888491,0.012293313,-116.0
1,14,-0.4888491,0.012293313,1,-1.0,0,-0.47681594,0.012033162,-116.0
1,15,-0.47681594,0.012033162,2,-1.0,0,-0.4641325,0.012683441,-116.0
1,16,-0.4641325,0.012683441,0,-1.0,0,-0.4528927,0.011239806,-116.0
1,17,-0.4528927,0.011239806,2,-1.0,0,-0.44117922,0.011713478,-116.0
1,18,-0.44117922,0.011713478,2,-1.0,0,-0.4290776,0.012101611,-116.0
1,19,-0.4290776,0.012101611,2,-1.0,0,-0.41667545,0.012402164,-116.0
1,20,-0.41667545,0.012402164,2,-1.0,0,-0.40406153,0.0126139205,-116.0
1,21,-0.40406153,0.0126139205,2,-1.0,0,-0.39132503,0.012736484,-116.0
1,22,-0.39132503,0.012736484,2,-1.0,0,-0.37855476,0.012770263,-116.0
1,23,-0.37855476,0.012770263,2,-1.0,0,-0.36583832,0.012716438,-116.0
1,24,-0.36583832,0.012716438,2,-1.0,0,-0.3532614,0.012576913,-116.0
1,25,-0.3532614,0.012576913,2,-1.0,0,-0.34090716,0.012354263,-116.0
1,26,-0.34090716,0.012354263,2,-1.0,0,-0.3288555,0.01205165,-116.0
1,27,-0.3288555,0.01205165,2,-1.0,0,-0.31718275,0.011672758,-116.0
1,28,-0.31718275,0.011672758,2,-1.0,0,-0.30596104,0.0112217,-116.0
1,29,-0.30596104,0.0112217,1,-1.0,0,-0.2962581,0.009702943,-116.0
1,30,-0.2962581,0.009702943,2,-1.0,0,-0.28713107,0.009127033,-116.0
1,31,-0.28713107,0.009127033,1,-1.0,0,-0.27963248,0.0074985805,-116.0
1,32,-0.27963248,0.0074985805,2,-1.0,0,-0.27280462,0.006827872,-116.0
1,33,-0.27280462,0.006827872,2,-1.0,0,-0.2666852,0.0061194217,-116.0
1,34,-0.2666852,0.0061194217,0,-1.0,0,-0.26330745,0.0033777547,-116.0
1,35,-0.26330745,0.0033777547,2,-1.0,0,-0.26068944,0.0026180034,-116.0
1,36,-0.26068944,0.0026180034,2,-1.0,0,-0.2588451,0.0018443599,-116.0
1,37,-0.2588451,0.0018443599,0,-1.0,0,-0.25978407,-0.000939005,-116.0
1,38,-0.25978407,-0.000939005,1,-1.0,0,-0.2625015,-0.0027174272,-116.0
1,39,-0.2625015,-0.0027174272,0,-1.0,0,-0.267983,-0.0054814667,-116.0
1,40,-0.267983,-0.0054814667,0,-1.0,0,-0.2761991,-0.008216138,-116.0
1,41,-0.2761991,-0.008216138,0,-1.0,0,-0.28710502,-0.010905913,-116.0
1,42,-0.28710502,-0.010905913,0,-1.0,0,-0.30063954,-0.013534514,-116.0
1,43,-0.30063954,-0.013534514,1,-1.0,0,-0.3157243,-0.015084779,-116.0
1,44,-0.3157243,-0.015084779,2,-1.0,0,-0.33126906,-0.015544729,-116.0
1,45,-0.33126906,-0.015544729,0,-1.0,0,-0.34917754,-0.017908487,-116.0
1,46,-0.34917754,-0.017908487,0,-1.0,0,-0.3693353,-0.020157762,-116.0
1,47,-0.3693353,-0.020157762,0,-1.0,0,-0.3916092,-0.022273878,-116.0
1,48,-0.3916092,-0.022273878,0,-1.0,0,-0.4158473,-0.024238134,-116.0
1,49,-0.4158473,-0.024238134,0,-1.0,0,-0.44187957,-0.026032269,-116.0
1,50,-0.44187957,-0.026032269,0,-1.0,0,-0.46951863,-0.027639043,-116.0
1,51,-0.46951863,-0.027639043,0,-1.0,0,-0.4985615,-0.029042866,-116.0
1,52,-0.4985615,-0.029042866,0,-1.0,0,-0.52879196,-0.03023047,-116.0
1,53,-0.52879196,-0.03023047,0,-1.0,0,-0.5599835,-0.031191522,-116.0
1,54,-0.5599835,-0.031191522,0,-1.0,0,-0.5919027,-0.031919178,-116.0
1,55,-0.5919027,-0.031919178,0,-1.0,0,-0.6243131,-0.032410476,-116.0
1,56,-0.6243131,-0.032410476,0,-1.0,0,-0.6569797,-0.03266656,-116.0
1,57,-0.6569797,-0.03266656,0,-1.0,0,-0.6896724,-0.032692686,-116.0
1,58,-0.6896724,-0.032692686,1,-1.0,0,-0.7211704,-0.031498026,-116.0
1,59,-0.7211704,-0.031498026,1,-1.0,0,-0.7512719,-0.03010149,-116.0
1,60,-0.7512719,-0.03010149,0,-1.0,0,-0.7807955,-0.029523645,-116.0
1,61,-0.7807955,-0.029523645,1,-1.0,0,-0.808576,-0.027780455,-116.0
1,62,-0.808576,-0.027780455,0,-1.0,0,-0.83547014,-0.02689414,-116.0
