episode_id,step,obs_0,obs_1,obs_2,obs_3,action,reward,done,next_obs_0,next_obs_1,next_obs_2,next_obs_3,return
0,40,-0.06976899,-0.50441134,-0.08962565,-0.0043519335,1,1.0,0,-0.07985721,-0.30812594,-0.08971269,-0.32391295,203.0
0,41,-0.07985721,-0.30812594,-0.08971269,-0.32391295,0,1.0,0,-0.08601973,-0.5018636,-0.096190944,-0.06081535,203.0
0,42,-0.08601973,-0.5018636,-0.096190944,-0.06081535,0,1.0,0,-0.096057005,-0.69548416,-0.09740725,0.20003639,203.0
0,43,-0.096057005,-0.69548416,-0.09740725,0.20003639,0,1.0,0,-0.10996669,-0.8890878,-0.09340653,0.46047273,203.0
0,44,-0.10996669,-0.8890878,-0.09340653,0.46047273,1,1.0,0,-0.12774844,-0.6927783,-0.084197074,0.13987051,203.0
0,45,-0.12774844,-0.6927783,-0.084197074,0.13987051,0,1.0,0,-0.141604,-0.8865997,-0.081399664,0.40484807,203.0
0,46,-0.141604,-0.8865997,-0.081399664,0.40484807,1,1.0,0,-0.159336,-0.6904234,-0.0733027,0.087652884,203.0
0,47,-0.159336,-0.6904234,-0.0733027,0.087652884,1,1.0,0,-0.17314447,-0.49433148,-0.07154964,-0.22722684,203.0
0,48,-0.17314447,-0.49433148,-0.07154964,-0.22722684,0,1.0,0,-0.1830311,-0.6883618,-0.07609418,0.04205639,203.0
0,49,-0.1830311,-0.6883618,-0.07609418,0.04205639,1,1.0,0,-0.19679834,-0.49223587,-0.075253054,-0.27363136,203.0
0,50,-0.19679834,-0.49223587,-0.075253054,-0.27363136,0,1.0,0,-0.20664306,-0.68620795,-0.08072568,-0.005600279,203.0
0,51,-0.20664306,-0.68620795,-0.08072568,-0.005600279,0,1.0,0,-0.22036721,-0.88008493,-0.08083768,0.2605606,203.0
0,52,-0.22036721,-0.88008493,-0.08083768,0.2605606,1,1.0,0,-0.2379689,-0.6839076,-0.07562647,-0.056484792,203.0
0,53,-0.2379689,-0.6839076,-0.07562647,-0.056484792,0,1.0,0,-0.25164706,-0.87786835,-0.07675617,0.21141167,203.0
0,54,-0.25164706,-0.87786835,-0.07675617,0.21141167,0,1.0,0,-0.26920444,-1.0718137,-0.07252794,0.478929,203.0
0,55,-0.26920444,-1.0718137,-0.07252794,0.478929,1,1.0,0,-0.2906407,-0.8757468,-0.06294935,0.16429731,203.0
0,56,-0.2906407,-0.8757468,-0.06294935,0.16429731,0,1.0,0,-0.30815563,-1.0699137,-0.059663408,0.43647602,203.0
0,57,-0.30815563,-1.0699137,-0.059663408,0.43647602,0,1.0,0,-0.3295539,-1.2641426,-0.050933886,0.7097703,203.0
0,58,-0.3295539,-1.2641426,-0.050933886,0.7097703,0,1.0,0,-0.35483676,-1.4585235,-0.03673848,0.9859955,203.0
0,59,-0.35483676,-1.4585235,-0.03673848,0.9859955,1,1.0,0,-0.38400725,-1.2629293,-0.017018573,0.68200344,203.0
0,60,-0.38400725,-1.2629293,-0.017018573,0.68200344,1,1.0,0,-0.40926582,-1.0675752,-0.0033785047,0.38401145,203.0
0,61,-0.40926582,-1.0675752,-0.0033785047,0.38401145,1,1.0,0,-0.43061733,-0.87240547,0.0043017245,0.090265214,203.0
0,62,-0.43061733,-0.87240547,0.0043017245,0.090265214,0,1.0,0,-0.44806543,-1.0675888,0.0061070286,0.38430223,203.0
0,63,-0.44806543,-1.0675888,0.0061070286,0.38430223,0,1.0,0,-0.4694172,-1.262797,0.013793074,0.6789044,203.0
0,64,-0.4694172,-1.262797,0.013793074,0.6789044,0,1.0,0,-0.49467316,-1.4581077,0.02737116,0.9758978,203.0
0,65,-0.49467316,-1.4581077,0.02737116,0.9758978,1,1.0,0,-0.5238353,-1.2633634,0.04688912,0.6919368,203.0
0,66,-0.5238353,-1.2633634,0.04688912,0.6919368,1,1.0,0,-0.5491026,-1.0689223,0.060727853,0.41437602,203.0
0,67,-0.5491026,-1.0689223,0.060727853,0.41437602,0,1.0,0,-0.570481,-1.26485,0.069015376,0.72556895,203.0
0,68,-0.570481,-1.26485,0.069015376,0.72556895,0,1.0,0,-0.59577805,-1.460855,0.08352675,1.039151,203.0
0,69,-0.59577805,-1.460855,0.08352675,1.039151,1,1.0,0,-0.6249951,-1.2669363,0.10430977,0.7738152,203.0
0,70,-0.6249951,-1.2669363,0.10430977,0.7738152,1,1.0,0,-0.6503339,-1.0733922,0.119786076,0.5156885,203.0
0,71,-0.6503339,-1.0733922,0.119786076,0.5156885,1,1.0,0,-0.6718017,-0.8801426,0.13009985,0.26302433,203.0
0,72,-0.6718017,-0.8801426,0.13009985,0.26302433,1,1.0,0,-0.68940455,-0.6870945,0.13536033,0.014040875,203.0
0,73,-0.68940455,-0.6870945,0.13536033,0.014040875,1,1.0,0,-0.70314646,-0.49414727,0.13564114,-0.23305805,203.0
0,74,-0.70314646,-0.49414727,0.13564114,-0.23305805,0,1.0,0,-0.7130294,-0.6909203,0.13097998,0.09914672,203.0
0,75,-0.7130294,-0.6909203,0.13097998,0.09914672,1,1.0,0,-0.72684777,-0.49789506,0.13296293,-0.14951298,203.0
0,76,-0.72684777,-0.49789506,0.13296293,-0.14951298,0,1.0,0,-0.7368057,-0.6946456,0.12997267,0.18198389,203.0
0,77,-0.7368057,-0.6946456,0.12997267,0.18198389,1,1.0,0,-0.7506986,-0.5015998,0.13361233,-0.06703794,203.0
0,78,-0.7506986,-0.5015998,0.13361233,-0.06703794,1,1.0,0,-0.7607306,-0.30862132,0.13227159,-0.31476042,203.0
0,79,-0.7607306,-0.30862132,0.13227159,-0.31476042,0,1.0,0,-0.76690304,-0.50535506,0.12597637,0.016536986,203.0
0,80,-0.76690304,-0.50535506,0.12597637,0.016536986,1,1.0,0,-0.77701014,-0.31224376,0.12630711,-0.2338953,203.0
0,81,-0.77701014,-0.31224376,0.12630711,-0.2338953,0,1.0,0,-0.783255,-0.5089229,0.12162921,0.09580879,203.0
0,82,-0.783255,-0.5089229,0.12162921,0.09580879,1,1.0,0,-0.7934335,-0.31573507,0.12354538,-0.15616114,203.0
0,83,-0.7934335,-0.31573507,0.12354538,-0.15616114,0,1.0,0,-0.7997482,-0.5123894,0.12042216,0.17280203,203.0
0,84,-0.7997482,-0.5123894,0.12042216,0.17280203,1,1.0,0,-0.80999595,-0.3191784,0.1238782,-0.07959708,203.0
0,85,-0.80999595,-0.3191784,0.1238782,-0.07959708,1,1.0,0,-0.81637955,-0.12602992,0.12228626,-0.3307725,203.0
0,86,-0.81637955,-0.12602992,0.12228626,-0.3307725,0,1.0,0,-0.8189001,-0.3226611,0.11567081,-0.0021656565,203.0
0,87,-0.8189001,-0.3226611,0.11567081,-0.0021656565,1,1.0,0,-0.8253533,-0.12937167,0.1156275,-0.25623092,203.0
0,88,-0.8253533,-0.12937167,0.1156275,-0.25623092,1,1.0,0,-0.82794076,0.063925885,0.11050288,-0.5103224,203.0
0,89,-0.82794076,0.063925885,0.11050288,-0.5103224,0,1.0,0,-0.82666224,-0.13256511,0.10029643,-0.18496178,203.0
0,90,-0.82666224,-0.13256511,0.10029643,-0.18496178,1,1.0,0,-0.8293136,0.06098943,0.096597195,-0.4443968,203.0
0,91,-0.8293136,0.06098943,0.096597195,-0.4443968,0,1.0,0,-0.82809377,-0.13535704,0.087709256,-0.122894675,203.0
0,92,-0.82809377,-0.13535704,0.087709256,-0.122894675,1,1.0,0,-0.8308009,0.058405973,0.08525136,-0.3866685,203.0
0,93,-0.8308009,0.058405973,0.08525136,-0.3866685,0,1.0,0,-0.8296328,-0.13781618,0.077517994,-0.06837064,203.0
0,94,-0.8296328,-0.13781618,0.077517994,-0.06837064,1,1.0,0,-0.8323891,0.056113757,0.07615058,-0.33562452,203.0
0,95,-0.8323891,0.056113757,0.07615058,-0.33562452,1,1.0,0,-0.8312668,0.25007403,0.06943809,-0.6033551,203.0
0,96,-0.8312668,0.25007403,0.06943809,-0.6033551,0,1.0,0,-0.82626534,0.054053128,0.05737099,-0.28963393,203.0
0,97,-0.82626534,0.054053128,0.05737099,-0.28963393,1,1.0,0,-0.8251843,0.24831206,0.05157831,-0.5636851,203.0
0,98,-0.8251843,0.24831206,0.05157831,-0.5636851,0,1.0,0,-0.820218,0.052505773,0.04030461,-0.25520897,203.0
0,99,-0.820218,0.052505773,0.04030461,-0.25520897,0,1.0,0,-0.8191679,-0.14316778,0.03520043,0.04990933,203.0
0,100,-0.8191679,-0.14316778,0.03520043,0.04990933,0,1.0,0,-0.8220313,-0.33877632,0.036198616,0.3534872,203.0
0,101,-0.8220313,-0.33877632,0.036198616,0.3534872,1,1.0,0,-0.8288068,-0.1441873,0.04326836,0.072434925,203.0
0,102,-0.8288068,-0.1441873,0.04326836,0.072434925,1,1.0,0,-0.83169055,0.050288495,0.04471706,-0.20628881,203.0
0,103,-0.83169055,0.050288495,0.04471706,-0.20628881,1,1.0,0,-0.8306848,0.24474342,0.04059128,-0.48453718,203.0
0,104,-0.8306848,0.24474342,0.04059128,-0.48453718,0,1.0,0,-0.8257899,0.04907284,0.030900538,-0.17934252,203.0
0,105,-0.8257899,0.04907284,0.030900538,-0.17934252,0,1.0,0,-0.8248085,-0.14647736,0.027313687,0.122926064,203.0
0,106,-0.8248085,-0.14647736,0.027313687,0.122926064,1,1.0,0,-0.82773805,0.04824284,0.029772209,-0.16101606,203.0
0,107,-0.82773805,0.04824284,0.029772209,-0.16101606,1,1.0,0,-0.82677317,0.2429262,0.026551887,-0.44415995,203.0
0,108,-0.82677317,0.2429262,0.026551887,-0.44415995,1,1.0,0,-0.8219146,0.4376626,0.017668689,-0.72835624,203.0
0,109,-0.8219146,0.4376626,0.017668689,-0.72835624,0,1.0,0,-0.8131614,0.24230091,0.003101563,-0.43016514,203.0
0,110,-0.8131614,0.24230091,0.003101563,-0.43016514,0,1.0,0,-0.8083154,0.04713518,-0.0055017397,-0.1365061,203.0
0,111,-0.8083154,0.04713518,-0.0055017397,-0.1365061,1,1.0,0,-0.8073727,0.2423355,-0.0082318615,-0.43091965,203.0
0,112,-0.8073727,0.2423355,-0.0082318615,-0.43091965,0,1.0,0,-0.80252594,0.047331076,-0.016850255,-0.14084306,203.0
0,113,-0.80252594,0.047331076,-0.016850255,-0.14084306,1,1.0,0,-0.80157936,0.24269025,-0.019667115,-0.43879396,203.0
0,114,-0.80157936,0.24269025,-0.019667115,-0.43879396,0,1.0,0,-0.7967255,0.047852106,-0.028442996,-0.15237503,203.0
0,115,-0.7967255,0.047852106,-0.028442996,-0.15237503,1,1.0,0,-0.7957685,0.24336953,-0.031490497,-0.45389366,203.0
0,116,-0.7957685,0.24336953,-0.031490497,-0.45389366,0,1.0,0,-0.79090106,0.0487067,-0.04056837,-0.17130084,203.0
0,117,-0.79090106,0.0487067,-0.04056837,-0.17130084,0,1.0,0,-0.78992695,-0.14581183,-0.043994386,0.10831305,203.0
0,118,-0.78992695,-0.14581183,-0.043994386,0.10831305,1,1.0,0,-0.7928432,0.049912047,-0.041828126,-0.19791888,203.0
0,119,-0.7928432,0.049912047,-0.041828126,-0.19791888,1,1.0,0,-0.79184496,0.24560654,-0.045786504,-0.5034977,203.0
0,120,-0.79184496,0.24560654,-0.045786504,-0.5034977,0,1.0,0,-0.7869328,0.0511588,-0.05585646,-0.22558834,203.0
0,121,-0.7869328,0.0511588,-0.05585646,-0.22558834,0,1.0,0,-0.78590965,-0.14312221,-0.060368225,0.048965435,203.0
0,122,-0.78590965,-0.14312221,-0.060368225,0.048965435,1,1.0,0,-0.7887721,0.052811075,-0.059388917,-0.2621366,203.0
0,123,-0.7887721,0.052811075,-0.059388917,-0.2621366,1,1.0,0,-0.78771585,0.24872828,-0.06463165,-0.5729444,203.0
0,124,-0.78771585,0.24872828,-0.06463165,-0.5729444,0,1.0,0,-0.7827413,0.05456923,-0.07609054,-0.30130237,203.0
0,125,-0.7827413,0.05456923,-0.07609054,-0.30130237,1,1.0,0,-0.78164995,0.25068855,-0.08211658,-0.6169792,203.0
0,126,-0.78164995,0.25068855,-0.08211658,-0.6169792,0,1.0,0,-0.7766361,0.056803986,-0.094456166,-0.3512475,203.0
0,127,-0.7766361,0.056803986,-0.094456166,-0.3512475,0,1.0,0,-0.77550006,-0.13685668,-0.10148112,-0.08978025,203.0
0,128,-0.77550006,-0.13685668,-0.10148112,-0.08978025,1,1.0,0,-0.7782372,0.059562396,-0.10327672,-0.41267732,203.0
0,129,-0.7782372,0.059562396,-0.10327672,-0.41267732,0,1.0,0,-0.77704597,-0.13395555,-0.11153027,-0.15425648,203.0
0,130,-0.77704597,-0.13395555,-0.11153027,-0.15425648,0,1.0,0,-0.7797251,-0.32731855,-0.114615396,0.10126399,203.0
0,131,-0.7797251,-0.32731855,-0.114615396,0.10126399,0,1.0,0,-0.78627145,-0.52062726,-0.11259012,0.35570136,203.0
0,132,-0.78627145,-0.52062726,-0.11259012,0.35570136,1,1.0,0,-0.79668397,-0.3240996,-0.10547609,0.02974476,203.0
0,133,-0.79668397,-0.3240996,-0.10547609,0.02974476,0,1.0,0,-0.803166,-0.5175632,-0.1048812,0.28737497,203.0
0,134,-0.803166,-0.5175632,-0.1048812,0.28737497,1,1.0,0,-0.8135172,-0.32111412,-0.09913369,-0.036458038,203.0
0,135,-0.8135172,-0.32111412,-0.09913369,-0.036458038,1,1.0,0,-0.8199395,-0.12472064,-0.09986286,-0.3586995,203.0
0,136,-0.8199395,-0.12472064,-0.09986286,-0.3586995,0,1.0,0,-0.82243395,-0.31829163,-0.107036844,-0.09910049,203.0
0,137,-0.82243395,-0.31829163,-0.107036844,-0.09910049,0,1.0,0,-0.8287998,-0.5117297,-0.109018855,0.15798727,203.0
0,138,-0.8287998,-0.5117297,-0.109018855,0.15798727,1,1.0,0,-0.8390344,-0.31522948,-0.10585911,-0.16700134,203.0
0,139,-0.8390344,-0.31522948,-0.10585911,-0.16700134,1,1.0,0,-0.84533894,-0.11876405,-0.10919914,-0.4911143,203.0
0,140,-0.84533894,-0.11876405,-0.10919914,-0.4911143,0,1.0,0,-0.84771425,-0.31218988,-0.11902142,-0.23474447,203.0
0,141,-0.84771425,-0.31218988,-0.11902142,-0.23474447,0,1.0,0,-0.853958,-0.505428,-0.12371631,0.018152308,203.0
0,142,-0.853958,-0.505428,-0.12371631,0.018152308,0,1.0,0,-0.8640666,-0.69857854,-0.123353265,0.26938385,203.0
0,143,-0.8640666,-0.69857854,-0.123353265,0.26938385,1,1.0,0,-0.87803817,-0.50193197,-0.11796559,-0.059518695,203.0
0,144,-0.87803817,-0.50193197,-0.11796559,-0.059518695,0,1.0,0,-0.8880768,-0.6951823,-0.119155966,0.19374073,203.0
0,145,-0.8880768,-0.6951823,-0.119155966,0.19374073,0,1.0,0,-0.90198046,-0.8884161,-0.11528115,0.44658712,203.0
0,146,-0.90198046,-0.8884161,-0.11528115,0.44658712,1,1.0,0,-0.9197488,-0.6918681,-0.10634941,0.1199044,203.0
0,147,-0.9197488,-0.6918681,-0.10634941,0.1199044,0,1.0,0,-0.9335861,-0.88531834,-0.10395132,0.3772325,203.0
0,148,-0.9335861,-0.88531834,-0.10395132,0.3772325,0,1.0,0,-0.9512925,-1.0788221,-0.09640667,0.6354147,203.0
0,149,-0.9512925,-1.0788221,-0.09640667,0.6354147,0,1.0,0,-0.9728689,-1.2724767,-0.08369838,0.8962479,203.0
0,150,-0.9728689,-1.2724767,-0.08369838,0.8962479,0,1.0,0,-0.9983185,-1.4663702,-0.06577342,1.1614915,203.0
0,151,-0.9983185,-1.4663702,-0.06577342,1.1614915,1,1.0,0,-1.0276458,-1.2704561,-0.042543586,0.8489324,203.0
0,152,-1.0276458,-1.2704561,-0.042543586,0.8489324,1,1.0,0,-1.053055,-1.0747806,-0.025564939,0.5431806,203.0
0,153,-1.053055,-1.0747806,-0.025564939,0.5431806,1,1.0,0,-1.0745506,-0.8793088,-0.014701326,0.24255355,203.0
0,154,-1.0745506,-0.8793088,-0.014701326,0.24255355,0,1.0,0,-1.0921367,-1.0742178,-0.009850255,0.5305633,203.0
0,155,-1.0921367,-1.0742178,-0.009850255,0.5305633,1,1.0,0,-1.1136211,-0.87895864,0.0007610101,0.23479289,203.0
0,156,-1.1136211,-0.87895864,0.0007610101,0.23479289,1,1.0,0,-1.1312003,-0.68384755,0.0054568676,-0.057649903,203.0
0,157,-1.1312003,-0.68384755,0.0054568676,-0.057649903,0,1.0,0,-1.1448773,-0.87904733,0.00430387,0.2367497,203.0
0,158,-1.1448773,-0.87904733,0.00430387,0.2367497,1,1.0,0,-1.1624582,-0.68398714,0.009038864,-0.054572556,203.0
0,159,-1.1624582,-0.68398714,0.009038864,-0.054572556,1,1.0,0,-1.1761379,-0.48899594,0.007947412,-0.34439,203.0
0,160,-1.1761379,-0.48899594,0.007947412,-0.34439,0,1.0,0,-1.1859179,-0.68423,0.0010596126,-0.04921158,203.0
0,161,-1.1859179,-0.68423,0.0010596126,-0.04921158,1,1.0,0,-1.1996025,-0.48912328,7.538095e-05,-0.34156,203.0
0,162,-1.1996025,-0.48912328,7.538095e-05,-0.34156,1,1.0,0,-1.2093849,-0.2940024,-0.006755819,-0.63421917,203.0
0,163,-1.2093849,-0.2940024,-0.006755819,-0.63421917,0,1.0,0,-1.215265,-0.48902947,-0.019440202,-0.34367144,203.0
0,164,-1.215265,-0.48902947,-0.019440202,-0.34367144,0,1.0,0,-1.2250456,-0.68386954,-0.02631363,-0.057181604,203.0
0,165,-1.2250456,-0.68386954,-0.02631363,-0.057181604,0,1.0,0,-1.2387229,-0.87860453,-0.027457263,0.22708441,203.0
0,166,-1.2387229,-0.87860453,-0.027457263,0.22708441,0,1.0,0,-1.2562951,-1.0733235,-0.022915574,0.51098144,203.0
0,167,-1.2562951,-1.0733235,-0.022915574,0.51098144,0,1.0,0,-1.2777616,-1.2681153,-0.012695946,0.7963558,203.0
0,168,-1.2777616,-1.2681153,-0.012695946,0.7963558,1,1.0,0,-1.3031238,-1.0728215,0.0032311694,0.49970612,203.0
0,169,-1.3031238,-1.0728215,0.0032311694,0.49970612,1,1.0,0,-1.3245803,-0.8777452,0.013225292,0.20804322,203.0
0,170,-1.3245803,-0.8777452,0.013225292,0.20804322,1,1.0,0,-1.3421352,-0.68281484,0.017386155,-0.080438636,203.0
0,171,-1.3421352,-0.68281484,0.017386155,-0.080438636,0,1.0,0,-1.3557914,-0.87818164,0.015777383,0.21767856,203.0
0,172,-1.3557914,-0.87818164,0.015777383,0.21767856,0,1.0,0,-1.3733552,-1.0735255,0.020130955,0.5152963,203.0
0,173,-1.3733552,-1.0735255,0.020130955,0.5152963,0,1.0,0,-1.3948256,-1.2689251,0.03043688,0.8142544,203.0
0,174,-1.3948256,-1.2689251,0.03043688,0.8142544,1,1.0,0,-1.4202042,-1.0742329,0.04672197,0.5312984,203.0
0,175,-1.4202042,-1.0742329,0.04672197,0.5312984,1,1.0,0,-1.4416888,-0.87979823,0.057347935,0.25369588,203.0
0,176,-1.4416888,-0.87979823,0.057347935,0.25369588,1,1.0,0,-1.4592848,-0.68554,0.062421855,-0.02036134,203.0
0,177,-1.4592848,-0.68554,0.062421855,-0.02036134,1,1.0,0,-1.4729955,-0.49136624,0.06201463,-0.29271466,203.0
0,178,-1.4729955,-0.49136624,0.06201463,-0.29271466,1,1.0,0,-1.4828229,-0.29718077,0.056160334,-0.5652123,203.0
0,179,-1.4828229,-0.29718077,0.056160334,-0.5652123,0,1.0,0,-1.4887664,-0.4930438,0.044856086,-0.25537848,203.0
0,180,-1.4887664,-0.4930438,0.044856086,-0.25537848,0,1.0,0,-1.4986273,-0.68877655,0.03974852,0.051108576,203.0
0,181,-1.4986273,-0.68877655,0.03974852,0.051108576,1,1.0,0,-1.5124029,-0.49424642,0.04077069,-0.22877315,203.0
0,182,-1.5124029,-0.49424642,0.04077069,-0.22877315,0,1.0,0,-1.5222878,-0.68992656,0.036195226,0.07648642,203.0
0,183,-1.5222878,-0.68992656,0.036195226,0.07648642,1,1.0,0,-1.5360863,-0.4953417,0.037724957,-0.20456064,203.0
0,184,-1.5360863,-0.4953417,0.037724957,-0.20456064,0,1.0,0,-1.5459932,-0.6909823,0.033633742,0.09977991,203.0
0,185,-1.5459932,-0.6909823,0.033633742,0.09977991,1,1.0,0,-1.5598128,-0.4963581,0.03562934,-0.1821048,203.0
0,186,-1.5598128,-0.4963581,0.03562934,-0.1821048,1,1.0,0,-1.5697399,-0.3017636,0.031987246,-0.46333846,203.0
0,187,-1.5697399,-0.3017636,0.031987246,-0.46333846,1,1.0,0,-1.5757753,-0.107107945,0.022720475,-0.7457699,203.0
0,188,-1.5757753,-0.107107945,0.022720475,-0.7457699,0,1.0,0,-1.5779175,-0.30253592,0.007805077,-0.4460244,203.0
0,189,-1.5779175,-0.30253592,0.007805077,-0.4460244,1,1.0,0,-1.5839682,-0.10752525,-0.0011154109,-0.7362368,203.0
0,190,-1.5839682,-0.10752525,-0.0011154109,-0.7362368,1,1.0,0,-1.5861186,0.087612085,-0.015840147,-1.0292705,203.0
0,191,-1.5861186,0.087612085,-0.015840147,-1.0292705,0,1.0,0,-1.5843664,-0.10729553,-0.036425557,-0.74160266,203.0
0,192,-1.5843664,-0.10729553,-0.036425557,-0.74160266,0,1.0,0,-1.5865123,-0.30189618,-0.05125761,-0.460602,203.0
0,193,-1.5865123,-0.30189618,-0.05125761,-0.460602,0,1.0,0,-1.5925503,-0.4962576,-0.06046965,-0.18450594,203.0
0,194,-1.5925503,-0.4962576,-0.06046965,-0.18450594,1,1.0,0,-1.6024754,-0.30032492,-0.06415977,-0.49563506,203.0
0,195,-1.6024754,-0.30032492,-0.06415977,-0.49563506,1,1.0,0,-1.6084819,-0.10435964,-0.07407247,-0.8078282,203.0
0,196,-1.6084819,-0.10435964,-0.07407247,-0.8078282,0,1.0,0,-1.6105691,-0.29839253,-0.090229034,-0.53933436,203.0
0,197,-1.6105691,-0.29839253,-0.090229034,-0.53933436,1,1.0,0,-1.616537,-0.10212574,-0.101015724,-0.8590283,203.0
0,198,-1.616537,-0.10212574,-0.101015724,-0.8590283,1,1.0,0,-1.6185794,0.094216384,-0.118196286,-1.1816883,203.0
0,199,-1.6185794,0.094216384,-0.118196286,-1.1816883,0,1.0,0,-1.6166952,-0.099190064,-0.14183006,-0.92827153,203.0
