episode_id,step,action,reward,done,next_obs_0,next_obs_1,return
0,56,0,-1.0,0,-0.5316878,0.020283965,-155.0
0,57,2,-1.0,0,-0.5103432,0.021344628,-155.0
0,58,1,-1.0,0,-0.48909795,0.021245237,-155.0
0,59,2,-1.0,0,-0.46711102,0.021986943,-155.0
0,60,2,-1.0,0,-0.44454572,0.022565309,-155.0
0,61,2,-1.0,0,-0.42156774,0.022977954,-155.0
0,62,0,-1.0,0,-0.40034315,0.021224614,-155.0
0,63,0,-1.0,0,-0.381022,0.01932112,-155.0
0,64,0,-1.0,0,-0.3637379,0.017284103,-155.0
0,65,2,-1.0,0,-0.34660733,0.01713058,-155.0
0,66,2,-1.0,0,-0.3297427,0.016864646,-155.0
0,67,0,-1.0,0,-0.31525138,0.0144913085,-155.0
0,68,0,-1.0,0,-0.3032229,0.01202848,-155.0
0,69,0,-1.0,0,-0.29372942,0.009493462,-155.0
0,70,0,-1.0,0,-0.28682655,0.0069028744,-155.0
0,71,0,-1.0,0,-0.28255388,0.00427269,-155.0
0,72,0,-1.0,0,-0.28093553,0.0016183446,-155.0
0,73,0,-1.0,0,-0.2819806,-0.0010450812,-155.0
0,74,0,-1.0,0,-0.28568324,-0.0037026475,-155.0
0,75,0,-1.0,0,-0.2920226,-0.0063393237,-155.0
0,76,0,-1.0,0,-0.30096236,-0.008939766,-155.0
0,77,0,-1.0,0,-0.31245047,-0.01148813,-155.0
0,78,0,-1.0,0,-0.32641843,-0.013967942,-155.0
0,79,0,-1.0,0,-0.34278047,-0.016362045,-155.0
0,80,0,-1.0,0,-0.36143312,-0.018652646,-155.0
0,81,0,-1.0,0,-0.3822546,-0.020821476,-155.0
0,82,0,-1.0,0,-0.40510467,-0.022850074,-155.0
0,83,0,-1.0,0,-0.42982483,-0.02472018,-155.0
0,84,0,-1.0,0,-0.45623907,-0.026414244,-155.0
0,85,0,-1.0,0,-0.4841551,-0.02791601,-155.0
0,86,0,-1.0,0,-0.5133662,-0.029211149,-155.0
0,87,0,-1.0,0,-0.54365414,-0.03028788,-155.0
0,88,0,-1.0,0,-0.57479167,-0.031137556,-155.0
0,89,0,-1.0,0,-0.6065468,-0.031755116,-155.0
0,90,0,-1.0,0,-0.6386862,-0.032139406,-155.0
0,91,0,-1.0,0,-0.6709795,-0.032293297,-155.0
0,92,0,-1.0,0,-0.7032031,-0.03222361,-155.0
0,93,0,-1.0,0,-0.7351439,-0.031940814,-155.0
0,94,0,-1.0,0,-0.7666025,-0.0314586,-155.0
0,95,0,-1.0,0,-0.7973958,-0.030793272,-155.0
0,96,0,-1.0,0,-0.82735884,-0.029963037,-155.0
0,97,0,-1.0,0,-0.85634613,-0.028987315,-155.0
0,98,0,-1.0,0,-0.88423216,-0.027886014,-155.0
0,99,0,-1.0,0,-0.910911,-0.026678884,-155.0
0,100,0,-1.0,0,-0.936296,-0.025384948,-155.0
0,101,0,-1.0,0,-0.960318,-0.024022043,-155.0
0,102,0,-1.0,0,-0.9829245,-0.022606477,-155.0
0,103,0,-1.0,0,-1.0040773,-0.021152807,-155.0
0,104,0,-1.0,0,-1.023751,-0.019673696,-155.0
0,105,0,-1.0,0,-1.0419309,-0.018179879,-155.0
0,106,0,-1.0,0,-1.058611,-0.01668019,-155.0
0,107,0,-1.0,0,-1.0737927,-0.015181656,-155.0
0,108,0,-1.0,0,-1.0874823,-0.013689609,-155.0
0,109,0,-1.0,0,-1.0996902,-0.012207844,-155.0
0,110,0,-1.0,0,-1.1104289,-0.010738779,-155.0
0,111,0,-1.0,0,-1.1197126,-0.009283625,-155.0
0,112,0,-1.0,0,-1.1275551,-0.007842549,-155.0
0,113,0,-1.0,0,-1.13397,-0.006414843,-155.0
0,114,0,-1.0,0,-1.1389691,-0.004999072,-155.0
0,115,2,-1.0,0,-1.1405623,-0.0015932226,-155.0
0,116,2,-1.0,0,-1.1387529,0.0018093509,-155.0
0,117,2,-1.0,0,-1.1335373,0.00521564,-155.0
0,118,2,-1.0,0,-1.1249051,0.008632245,-155.0
0,119,2,-1.0,0,-1.1128404,0.012064619,-155.0
0,120,2,-1.0,0,-1.0973241,0.015516299,-155.0
0,121,2,-1.0,0,-1.078336,0.018988084,-155.0
0,122,2,-1.0,0,-1.0558589,0.022477185,-155.0
0,123,2,-1.0,0,-1.0298826,0.025976341,-155.0
0,124,2,-1.0,0,-1.0004096,0.02947297,-155.0
0,125,2,-1.0,0,-0.96746117,0.032948382,-155.0
0,126,2,-1.0,0,-0.931084,0.036377195,-155.0
0,127,2,-1.0,0,-0.89135695,0.039727047,-155.0
0,128,2,-1.0,0,-0.84839815,0.042958766,-155.0
0,129,2,-1.0,0,-0.80237097,0.046027176,-155.0
0,130,2,-1.0,0,-0.75348836,0.048882626,-155.0
0,131,2,-1.0,0,-0.70201504,0.05147333,-155.0
0,132,2,-1.0,0,-0.64826655,0.053748466,-155.0
0,133,2,-1.0,0,-0.59260476,0.05566183,-155.0
0,134,2,-1.0,0,-0.53542906,0.057175685,-155.0
0,135,2,-1.0,0,-0.47716466,0.058264393,-155.0
0,136,2,-1.0,0,-0.4182474,0.05891726,-155.0
0,137,2,-1.0,0,-0.35910717,0.059140217,-155.0
0,138,2,-1.0,0,-0.3001512,0.058955994,-155.0
0,139,2,-1.0,0,-0.24174833,0.05840286,-155.0
0,140,2,-1.0,0,-0.1842163,0.057532016,-155.0
0,141,2,-1.0,0,-0.12781213,0.056404173,-155.0
0,142,2,-1.0,0,-0.07272643,0.05508571,-155.0
0,143,2,-1.0,0,-0.019081447,0.053644978,-155.0
0,144,2,-1.0,0,0.03306763,0.052149072,-155.0
0,145,2,-1.0,0,0.08372899,0.050661366,-155.0
0,146,2,-1.0,0,0.13296881,0.04923982,-155.0
0,147,2,-1.0,0,0.18090492,0.047936104,-155.0
0,148,2,-1.0,0,0.22770025,0.04679533,-155.0
0,149,2,-1.0,0,0.27355653,0.045856282,-155.0
0,150,2,-1.0,0,0.31870848,0.045151953,-155.0
0,151,2,-1.0,0,0.3634187,0.04471023,-155.0
0,152,2,-1.0,0,0.4079733,0.044554584,-155.0
0,153,2,-1.0,0,0.45267797,0.04470468,-155.0
0,154,2,-1.0,0,0.49785474,0.045176778,-155.0
0,155,2,-1.0,1,0.5438386,0.04598389,-155.0
1,1,0,-1.0,0,-0.55768263,-0.0007504158,-302.0
1,2,0,-1.0,0,-0.5591779,-0.0014952322,-302.0
1,3,0,-1.0,0,-0.56140673,-0.0022288954,-302.0
1,4,0,-1.0,0,-0.5643527,-0.0029459433,-302.0
1,5,0,-1.0,0,-0.56799376,-0.0036410498,-302.0
1,6,0,-1.0,0,-0.5723028,-0.004309071,-302.0
1,7,0,-1.0,0,-0.5772479,-0.004945089,-302.0
1,8,2,-1.0,0,-0.58079237,-0.0035444559,-302.0
1,9,0,-1.0,0,-0.58491,-0.0041176057,-302.0
1,10,0,-1.0,0,-0.58957034,-0.00466036,-302.0
1,11,0,-1.0,0,-0.59473914,-0.0051687974,-302.0
1,12,0,-1.0,0,-0.6003784,-0.005639286,-302.0
1,13,0,-1.0,0,-0.6064469,-0.0060685175,-302.0
1,14,0,-1.0,0,-0.61290044,-0.0064535337,-302.0
1,15,0,-1.0,0,-0.6196922,-0.0067917546,-302.0
1,16,0,-1.0,0,-0.6267732,-0.0070809945,-302.0
1,17,0,-1.0,0,-0.6340927,-0.007319483,-302.0
1,18,0,-1.0,0,-0.6415986,-0.007505872,-302.0
1,19,2,-1.0,0,-0.6472378,-0.005639242,-302.0
1,20,0,-1.0,0,-0.65297085,-0.0057330662,-302.0
1,21,0,-1.0,0,-0.6587578,-0.0057869526,-302.0
1,22,0,-1.0,0,-0.66455865,-0.0058008097,-302.0
1,23,0,-1.0,0,-0.67033345,-0.0057748393,-302.0
1,24,0,-1.0,0,-0.676043,-0.0057095294,-302.0
1,25,0,-1.0,0,-0.6816486,-0.005605638,-302.0
1,26,0,-1.0,0,-0.6871128,-0.005464183,-302.0
1,27,0,-1.0,0,-0.69239926,-0.0052864226,-302.0
1,28,1,-1.0,0,-0.69647306,-0.004073839,-302.0
1,29,0,-1.0,0,-0.7003077,-0.0038346276,-302.0
1,30,0,-1.0,0,-0.7038782,-0.0035705208,-302.0
1,31,1,-1.0,0,-0.7061616,-0.0022833836,-302.0
1,32,0,-1.0,0,-0.70814323,-0.0019815955,-302.0
1,33,0,-1.0,0,-0.7098104,-0.0016671423,-302.0
1,34,0,-1.0,0,-0.71115243,-0.0013420699,-302.0
1,35,2,-1.0,0,-0.7101609,0.0009915271,-302.0
1,36,0,-1.0,0,-0.70884204,0.0013188282,-302.0
1,37,0,-1.0,0,-0.70720434,0.0016377369,-302.0
1,38,0,-1.0,0,-0.70525813,0.001946195,-302.0
1,39,0,-1.0,0,-0.7030159,0.0022421933,-302.0
1,40,0,-1.0,0,-0.70049214,0.0025237822,-302.0
1,41,1,-1.0,0,-0.6967031,0.0037890824,-302.0
1,42,0,-1.0,0,-0.69267327,0.004029792,-302.0
1,43,0,-1.0,0,-0.6884291,0.004244172,-302.0
1,44,0,-1.0,0,-0.68399847,0.0044306316,-302.0
1,45,0,-1.0,0,-0.67941076,0.0045877374,-302.0
1,46,1,-1.0,0,-0.6736965,0.0057142344,-302.0
1,47,0,-1.0,0,-0.6678942,0.005802308,-302.0
1,48,0,-1.0,0,-0.66204315,0.0058510397,-302.0
1,49,0,-1.0,0,-0.65618336,0.0058597764,-302.0
1,50,0,-1.0,0,-0.6503552,0.0058281478,-302.0
1,51,0,-1.0,0,-0.64459914,0.0057560746,-302.0
1,52,0,-1.0,0,-0.63895535,0.005643778,-302.0
1,53,2,-1.0,0,-0.6314636,0.007491786,-302.0
1,54,0,-1.0,0,-0.62417686,0.0072867274,-302.0
1,55,0,-1.0,0,-0.6171472,0.007029669,-302.0
1,56,0,-1.0,0,-0.6104251,0.006722108,-302.0
1,57,0,-1.0,0,-0.6040591,0.0063659665,-302.0
1,58,1,-1.0,0,-0.59709555,0.006963576,-302.0
1,59,0,-1.0,0,-0.59058523,0.0065103467,-302.0
1,60,0,-1.0,0,-0.58457583,0.00600937,-302.0
1,61,0,-1.0,0,-0.5791117,0.0054641515,-302.0
1,62,0,-1.0,0,-0.5742331,0.0048785764,-302.0
1,63,0,-1.0,0,-0.5699762,0.0042568753,-302.0
1,64,0,-1.0,0,-0.56637263,0.003603585,-302.0
1,65,0,-1.0,0,-0.56344914,0.0029235093,-302.0
1,66,1,-1.0,0,-0.56022745,0.0032216755,-302.0
1,67,0,-1.0,0,-0.5577316,0.002495838,-302.0
1,68,0,-1.0,0,-0.5559802,0.0017513874,-302.0
1,69,0,-1.0,0,-0.55498636,0.0009938665,-302.0
1,70,1,-1.0,0,-0.5537574,0.0012289258,-302.0
1,71,0,-1.0,0,-0.55330265,0.00045480728,-302.0
1,72,0,-1.0,0,-0.55362535,-0.0003227085,-302.0
1,73,0,-1.0,0,-0.55472314,-0.0010978137,-302.0
1,74,0,-1.0,0,-0.5565879,-0.0018647199,-302.0
1,75,0,-1.0,0,-0.5592056,-0.0026177054,-302.0
1,76,0,-1.0,0,-0.56255674,-0.003351162,-302.0
1,77,0,-1.0,0,-0.56661636,-0.0040596416,-302.0
1,78,0,-1.0,0,-0.57135427,-0.0047379048,-302.0
1,79,0,-1.0,0,-0.57673526,-0.005380962,-302.0
1,80,0,-1.0,0,-0.5827194,-0.0059841243,-302.0
1,81,0,-1.0,0,-0.5892624,-0.0065430407,-302.0
1,82,0,-1.0,0,-0.59631616,-0.0070537427,-302.0
1,83,0,-1.0,0,-0.60382885,-0.0075126775,-302.0
1,84,0,-1.0,0,-0.6117456,-0.007916745,-302.0
1,85,0,-1.0,0,-0.6200089,-0.0082633225,-302.0
1,86,0,-1.0,0,-0.6285592,-0.008550285,-302.0
1,87,0,-1.0,0,-0.63733524,-0.008776027,-302.0
1,88,0,-1.0,0,-0.6462747,-0.008939459,-302.0
1,89,0,-1.0,0,-0.6553147,-0.0090400195,-302.0
1,90,0,-1.0,0,-0.66439235,-0.009077658,-302.0
1,91,0,-1.0,0,-0.67344517,-0.009052825,-302.0
1,92,0,-1.0,0,-0.6824116,-0.008966449,-302.0
1,93,0,-1.0,0,-0.69123155,-0.008819906,-302.0
1,94,0,-1.0,0,-0.6998465,-0.008614988,-302.0
1,95,2,-1.0,0,-0.70620036,-0.006353867,-302.0
1,96,0,-1.0,0,-0.7122522,-0.0060518305,-302.0
1,97,0,-1.0,0,-0.71796346,-0.0057112635,-302.0
1,98,0,-1.0,0,-0.72329825,-0.00533474,-302.0
1,99,0,-1.0,0,-0.7282232,-0.004924995,-302.0
1,100,0,-1.0,0,-0.7327081,-0.0044849003,-302.0
1,101,0,-1.0,0,-0.73672557,-0.004017441,-302.0
1,102,0,-1.0,0,-0.74025124,-0.0035256953,-302.0
1,103,0,-1.0,0,-0.7432641,-0.003012814,-302.0
1,104,0,-1.0,0,-0.7457461,-0.0024820059,-302.0
1,105,0,-1.0,0,-0.7476826,-0.0019365229,-302.0
1,106,0,-1.0,0,-0.74906224,-0.00137965,-302.0
1,107,0,-1.0,0,-0.7498769,-0.00081469445,-302.0
1,108,0,-1.0,0,-0.7501219,-0.0002449786,-302.0
1,109,0,-1.0,0,-0.74979573,0.00032616683,-302.0
1,110,0,-1.0,0,-0.74890035,0.0008954087,-302.0
1,111,0,-1.0,0,-0.74744093,0.0014594172,-302.0
1,112,2,-1.0,0,-0.7434261,0.0040148715,-302.0
1,113,2,-1.0,0,-0.7368794,0.00654664,-302.0
1,114,0,-1.0,0,-0.7298401,0.007039312,-302.0
1,115,0,-1.0,0,-0.7223508,0.007489302,-302.0
1,116,0,-1.0,0,-0.71445763,0.007893173,-302.0
1,117,0,-1.0,0,-0.70620996,0.008247672,-302.0
1,118,2,-1.0,0,-0.6956602,0.01054977,-302.0
1,119,0,-1.0,0,-0.6848765,0.010783683,-302.0
1,120,0,-1.0,0,-0.67392987,0.010946622,-302.0
1,121,0,-1.0,0,-0.6628936,0.011036271,-302.0
1,122,0,-1.0,0,-0.6518428,0.011050841,-302.0
1,123,0,-1.0,0,-0.64085364,0.010989118,-302.0
1,124,0,-1.0,0,-0.63000315,0.010850505,-302.0
1,125,0,-1.0,0,-0.6193681,0.010635054,-302.0
1,126,0,-1.0,0,-0.6090246,0.010343483,-302.0
1,127,0,-1.0,0,-0.5990474,0.009977186,-302.0
1,128,0,-1.0,0,-0.5895092,0.009538232,-302.0
1,129,2,-1.0,0,-0.5784798,0.011029345,-302.0
1,130,2,-1.0,0,-0.56604075,0.012439096,-302.0
1,131,2,-1.0,0,-0.5522842,0.013756552,-302.0
1,132,0,-1.0,0,-0.5393128,0.012971426,-302.0
1,133,0,-1.0,0,-0.5272235,0.0120892385,-302.0
1,134,2,-1.0,0,-0.5141071,0.013116423,-302.0
1,135,0,-1.0,0,-0.50206184,0.012045246,-302.0
1,136,0,-1.0,0,-0.49117804,0.0108838305,-302.0
1,137,0,-1.0,0,-0.48153698,0.009641059,-302.0
1,138,2,-1.0,0,-0.47121054,0.010326431,-302.0
1,139,0,-1.0,0,-0.46227542,0.008935136,-302.0
1,140,0,-1.0,0,-0.4547976,0.0074778,-302.0
1,141,0,-1.0,0,-0.44883215,0.0059654475,-302.0
1,142,0,-1.0,0,-0.44442278,0.0044093877,-302.0
1,143,0,-1.0,0,-0.44160163,0.002821136,-302.0
1,144,0,-1.0,0,-0.4403893,0.001212341,-302.0
1,145,0,-1.0,0,-0.44079456,-0.00040526883,-302.0
1,146,0,-1.0,0,-0.4428145,-0.002019933,-302.0
1,147,0,-1.0,0,-0.4464344,-0.0036199014,-302.0
1,148,1,-1.0,0,-0.4506279,-0.004193479,-302.0
1,149,0,-1.0,0,-0.45636427,-0.0057364,-302.0
1,150,0,-1.0,0,-0.46360153,-0.0072372463,-302.0
1,151,0,-1.0,0,-0.4722863,-0.0086848,-302.0
1,152,0,-1.0,0,-0.48235446,-0.010068125,-302.0
1,153,0,-1.0,0,-0.4937311,-0.011376669,-302.0
1,154,0,-1.0,0,-0.5063315,-0.012600377,-302.0
1,155,0,-1.0,0,-0.5200613,-0.013729824,-302.0
1,156,0,-1.0,0,-0.5348177,-0.014756354,-302.0
1,157,0,-1.0,0,-0.5504899,-0.015672227,-302.0
1,158,0,-1.0,0,-0.5669607,-0.016470764,-302.0
1,159,0,-1.0,0,-0.58410716,-0.017146466,-302.0
1,160,0,-1.0,0,-0.6018023,-0.017695142,-302.0
1,161,0,-1.0,0,-0.61991626,-0.01811398,-302.0
1,162,1,-1.0,0,-0.63731784,-0.01740161,-302.0
1,163,0,-1.0,0,-0.654883,-0.017565165,-302.0
1,164,0,-1.0,0,-0.6724888,-0.017605793,-302.0
1,165,0,-1.0,0,-0.6900147,-0.017525882,-302.0
1,166,0,-1.0,0,-0.7073437,-0.017328968,-302.0
1,167,0,-1.0,0,-0.72436327,-0.017019618,-302.0
1,168,0,-1.0,0,-0.74096656,-0.016603284,-302.0
1,169,0,-1.0,0,-0.7570527,-0.016086135,-302.0
1,170,0,-1.0,0,-0.77252764,-0.0154749,-302.0
1,171,0,-1.0,0,-0.7873043,-0.01477669,-302.0
1,172,0,-1.0,0,-0.80130315,-0.013998843,-302.0
1,173,0,-1.0,0,-0.81445193,-0.013148771,-302.0
1,174,0,-1.0,0,-0.8266857,-0.012233829,-302.0
1,175,0,-1.0,0,-0.83794695,-0.011261204,-302.0
1,176,0,-1.0,0,-0.84818476,-0.01023783,-302.0
1,177,0,-1.0,0,-0.8573551,-0.009170319,-302.0
1,178,0,-1.0,0,-0.86542004,-0.008064928,-302.0
1,179,0,-1.0,0,-0.8723476,-0.006927542,-302.0
1,180,0,-1.0,0,-0.87811124,-0.005763668,-302.0
1,181,0,-1.0,0,-0.8826897,-0.00457847,-302.0
1,182,0,-1.0,0,-0.8860665,-0.003376797,-302.0
1,183,0,-1.0,0,-0.8882297,-0.0021632398,-302.0
1,184,0,-1.0,0,-0.8891719,-0.00094218826,-302.0
1,185,0,-1.0,0,-0.88888985,0.00028209804,-302.0
1,186,0,-1.0,0,-0.8873844,0.0015054177,-302.0
1,187,0,-1.0,0,-0.88466084,0.0027235518,-302.0
1,188,0,-1.0,0,-0.88072866,0.0039321897,-302.0
1,189,2,-1.0,0,-0.8736018,0.0071268566,-302.0
1,190,0,-1.0,0,-0.8653064,0.008295426,-302.0
1,191,0,-1.0,0,-0.855874,0.009432371,-302.0
1,192,2,-1.0,0,-0.84334224,0.01253175,-302.0
1,193,0,-1.0,0,-0.82976365,0.013578625,-302.0
1,194,0,-1.0,0,-0.8151983,0.014565347,-302.0
1,195,2,-1.0,0,-0.7977144,0.017483883,-302.0
1,196,0,-1.0,0,-0.7793987,0.018315746,-302.0
1,197,1,-1.0,0,-0.75934726,0.02005141,-302.0
1,198,2,-1.0,0,-0.7366715,0.022675766,-302.0
1,199,2,-1.0,0,-0.7115043,0.025167186,-302.0
1,200,2,-1.0,0,-0.68400127,0.027503015,-302.0
1,201,2,-1.0,0,-0.65434116,0.02966014,-302.0
1,202,2,-1.0,0,-0.62272537,0.031615756,-302.0
1,203,2,-1.0,0,-0.5893771,0.0333483,-302.0
1,204,2,-1.0,0,-0.55453867,0.03483844,-302.0
1,205,0,-1.0,0,-0.5204685,0.034070157,-302.0
1,206,0,-1.0,0,-0.4874218,0.033046678,-302.0
1,207,2,-1.0,0,-0.45364594,0.033775885,-302.0
1,208,2,-1.0,0,-0.41939086,0.03425508,-302.0
1,209,2,-1.0,0,-0.38490465,0.03448619,-302.0
1,210,2,-1.0,0,-0.3504289,0.03447574,-302.0
1,211,2,-1.0,0,-0.31619433,0.034234602,-302.0
1,212,2,-1.0,0,-0.2824168,0.033777516,-302.0
1,213,2,-1.0,0,-0.2492944,0.033122398,-302.0
1,214,2,-1.0,0,-0.21700482,0.032289576,-302.0
1,215,2,-1.0,0,-0.18570393,0.031300902,-302.0
1,216,0,-1.0,0,-0.15752499,0.028178936,-302.0
1,217,2,-1.0,0,-0.13057205,0.02695294,-302.0
1,218,2,-1.0,0,-0.10492975,0.0256423,-302.0
1,219,1,-1.0,0,-0.08166461,0.023265146,-302.0
1,220,2,-1.0,0,-0.059824806,0.0218398,-302.0
1,221,2,-1.0,0,-0.039444853,0.020379955,-302.0
1,222,0,-1.0,0,-0.022547413,0.016897438,-302.0
1,223,2,-1.0,0,-0.007144258,0.015403155,-302.0
1,224,2,-1.0,0,0.0067594717,0.01390373,-302.0
1,225,2,-1.0,0,0.019163715,0.012404243,-302.0
1,226,2,-1.0,0,0.03007209,0.010908375,-302.0
1,227,2,-1.0,0,0.03949063,0.009418541,-302.0
1,228,2,-1.0,0,0.047426697,0.007936065,-302.0
1,229,2,-1.0,0,0.053888023,0.006461327,-302.0
1,230,2,-1.0,0,0.058881946,0.004993925,-302.0
1,231,0,-1.0,0,0.060414776,0.0015328282,-302.0
1,232,0,-1.0,0,0.05848855,-0.0019262222,-302.0
1,233,0,-1.0,0,0.053100716,-0.0053878357,-302.0
1,234,0,-1.0,0,0.044244535,-0.008856181,-302.0
1,235,0,-1.0,0,0.031910345,-0.01233419,-302.0
1,236,2,-1.0,0,0.018087601,-0.013822744,-302.0
1,237,0,-1.0,0,0.000768537,-0.017319065,-302.0
1,238,0,-1.0,0,-0.02005052,-0.020819057,-302.0
1,239,0,-1.0,0,-0.044365056,-0.024314536,-302.0
1,240,0,-1.0,0,-0.07215748,-0.027792426,-302.0
1,241,0,-1.0,0,-0.103391565,-0.031234078,-302.0
1,242,0,-1.0,0,-0.13800634,-0.03461478,-302.0
1,243,0,-1.0,0,-0.1759099,-0.03790356,-302.0
1,244,0,-1.0,0,-0.21697333,-0.04106344,-302.0
1,245,0,-1.0,0,-0.2610256,-0.044052254,-302.0
1,246,0,-1.0,0,-0.3078497,-0.046824124,-302.0
1,247,0,-1.0,0,-0.3571813,-0.049331605,-302.0
1,248,0,-1.0,0,-0.40870985,-0.05152853,-302.0
1,249,0,-1.0,0,-0.46208307,-0.053373236,-302.0
1,250,0,-1.0,0,-0.5169151,-0.05483199,-302.0
1,251,0,-1.0,0,-0.5727972,-0.05588211,-302.0
1,252,0,-1.0,0,-0.6293116,-0.056514464,-302.0
1,253,0,-1.0,0,-0.6860465,-0.05673484,-302.0
1,254,0,-1.0,0,-0.74261063,-0.05656414,-302.0
1,255,0,-1.0,0,-0.7986478,-0.05603721,-302.0
1,256,0,-1.0,0,-0.8538484,-0.05520059,-302.0
1,257,0,-1.0,0,-0.9079579,-0.0541095,-302.0
1,258,0,-1.0,0,-0.96078235,-0.052824456,-302.0
1,259,0,-1.0,0,-1.0121903,-0.051407997,-302.0
1,260,0,-1.0,0,-1.0621121,-0.04992177,-302.0
1,261,0,-1.0,0,-1.1105365,-0.048424274,-302.0
1,262,0,-1.0,0,-1.1575058,-0.046969272,-302.0
1,263,0,-1.0,0,-1.2,0.0,-302.0
1,264,2,-1.0,0,-1.1967582,0.003241896,-302.0
1,265,2,-1.0,0,-1.1902636,0.0064944453,-302.0
1,266,2,-1.0,0,-1.180496,0.009767694,-302.0
1,267,2,-1.0,0,-1.1674255,0.013070449,-302.0
1,268,2,-1.0,0,-1.1510159,0.016409589,-302.0
1,269,2,-1.0,0,-1.1312267,0.01978931,-302.0
1,270,2,-1.0,0,-1.1080164,0.023210295,-302.0
1,271,2,-1.0,0,-1.0813475,0.026668796,-302.0
1,272,2,-1.0,0,-1.0511918,0.030155689,-302.0
1,273,2,-1.0,0,-1.0175363,0.03365551,-302.0
1,274,2,-1.0,0,-0.9803907,0.03714562,-302.0
1,275,2,-1.0,0,-0.93979514,0.040595576,-302.0
1,276,2,-1.0,0,-0.8958282,0.043966923,-302.0
1,277,2,-1.0,0,-0.84861463,0.047213554,-302.0
1,278,2,-1.0,0,-0.7983318,0.050282877,-302.0
1,279,2,-1.0,0,-0.74521387,0.053117886,-302.0
1,280,2,-1.0,0,-0.6895537,0.05566023,-302.0
1,281,2,-1.0,0,-0.63169956,0.057854105,-302.0
1,282,2,-1.0,0,-0.57204884,0.059650723,-302.0
1,283,2,-1.0,0,-0.51103604,0.061012823,-302.0
1,284,2,-1.0,0,-0.4491174,0.061918624,-302.0
1,285,2,-1.0,0,-0.38675275,0.06236465,-302.0
