episode_id,step,action,reward,done,next_obs_0,next_obs_1,next_obs_2,next_obs_3,return
0,23,0,1.0,0,-0.051387437,-0.15721703,0.0059905704,0.16824481,364.0
0,24,1,1.0,0,-0.054531775,0.037818667,0.009355466,-0.12254227,364.0
0,25,0,1.0,0,-0.053775404,-0.15743606,0.0069046207,0.17307746,364.0
0,26,1,1.0,0,-0.056924123,0.03758639,0.010366171,-0.117419295,364.0
0,27,0,1.0,0,-0.056172397,-0.15768254,0.008017784,0.17851597,364.0
0,28,1,1.0,0,-0.05932605,0.03732376,0.011588104,-0.11162688,364.0
0,29,0,1.0,0,-0.05857957,-0.1579623,0.009355566,0.18468937,364.0
0,30,1,1.0,0,-0.06173882,0.037024543,0.013049354,-0.1050276,364.0
0,31,1,1.0,0,-0.060998328,0.23195708,0.010948801,-0.39356512,364.0
0,32,1,1.0,0,-0.056359187,0.42692196,0.0030774993,-0.68277603,364.0
0,33,0,1.0,0,-0.047820747,0.23175742,-0.010578021,-0.3891258,364.0
0,34,0,1.0,0,-0.0431856,0.03678719,-0.018360537,-0.099796705,364.0
0,35,0,1.0,0,-0.042449854,-0.15806687,-0.02035647,0.18703744,364.0
0,36,1,1.0,0,-0.04561119,0.037340317,-0.016615722,-0.111997016,364.0
0,37,0,1.0,0,-0.044864386,-0.15753965,-0.018855663,0.17539778,364.0
0,38,0,1.0,0,-0.048015177,-0.35238674,-0.015347707,0.46207324,364.0
0,39,1,1.0,0,-0.055062912,-0.15705128,-0.0061062425,0.1645925,364.0
0,40,1,1.0,0,-0.05820394,0.038157545,-0.0028143926,-0.1300105,364.0
0,41,0,1.0,0,-0.057440788,-0.15692398,-0.005414603,0.16178319,364.0
0,42,1,1.0,0,-0.060579266,0.038275067,-0.0021789388,-0.13260297,364.0
0,43,0,1.0,0,-0.059813768,-0.1568156,-0.0048309984,0.15939173,364.0
0,44,0,1.0,0,-0.06295008,-0.35186806,-0.0016431635,0.45054668,364.0
0,45,1,1.0,0,-0.06998744,-0.1567229,0.00736777,0.15734628,364.0
0,46,1,1.0,0,-0.0731219,0.038292788,0.010514696,-0.13300322,364.0
0,47,0,1.0,0,-0.072356045,-0.15697819,0.007854631,0.1629783,364.0
0,48,1,1.0,0,-0.07549561,0.038030446,0.011114198,-0.12721638,364.0
0,49,1,1.0,0,-0.074735,0.23299143,0.00856987,-0.4163723,364.0
0,50,0,1.0,0,-0.07007517,0.037749078,0.00024242424,-0.121,364.0
0,51,0,1.0,0,-0.06932019,-0.15737635,-0.0021775758,0.1717594,364.0
0,52,1,1.0,0,-0.072467715,0.037776705,0.0012576121,-0.12160969,364.0
0,53,0,1.0,0,-0.07171218,-0.15736324,-0.0011745816,0.17146973,364.0
0,54,1,1.0,0,-0.07485945,0.0377755,0.002254813,-0.12158351,364.0
0,55,0,1.0,0,-0.07410394,-0.15737869,-0.00017685698,0.17180994,364.0
0,56,1,1.0,0,-0.07725151,0.0377458,0.003259342,-0.12092877,364.0
0,57,0,1.0,0,-0.07649659,-0.15742269,0.0008407664,0.17278066,364.0
0,58,0,1.0,0,-0.079645045,-0.35255668,0.0042963796,0.4657287,364.0
0,59,1,1.0,0,-0.08669618,-0.15749569,0.013610953,0.17440307,364.0
0,60,1,1.0,0,-0.0898461,0.037428845,0.017099015,-0.11395516,364.0
0,61,0,1.0,0,-0.089097515,-0.15793389,0.014819912,0.18407297,364.0
0,62,1,1.0,0,-0.092256196,0.036972914,0.018501371,-0.103898235,364.0
0,63,0,1.0,0,-0.09151673,-0.15840922,0.016423406,0.19456391,364.0
0,64,1,1.0,0,-0.09468492,0.036473993,0.020314684,-0.09289323,364.0
0,65,1,1.0,0,-0.09395544,0.23129897,0.01845682,-0.3790983,364.0
0,66,1,1.0,0,-0.08932946,0.42615402,0.010874854,-0.66590506,364.0
0,67,0,1.0,0,-0.08080638,0.23088251,-0.0024432475,-0.369818,364.0
0,68,0,1.0,0,-0.07618873,0.035795357,-0.009839607,-0.07790645,364.0
0,69,0,1.0,0,-0.075472824,-0.15918417,-0.011397736,0.21165587,364.0
0,70,1,1.0,0,-0.07865651,0.036098875,-0.007164619,-0.08460052,364.0
0,71,1,1.0,0,-0.07793453,0.2313228,-0.008856629,-0.37953526,364.0
0,72,0,1.0,0,-0.07330807,0.036327727,-0.016447335,-0.089657955,364.0
0,73,0,1.0,0,-0.07258152,-0.15855466,-0.018240495,0.19779079,364.0
0,74,0,1.0,0,-0.075752616,-0.35341102,-0.014284678,0.48466432,364.0
0,75,1,1.0,0,-0.08282083,-0.15809043,-0.004591392,0.18751375,364.0
0,76,1,1.0,0,-0.08598264,0.03709691,-0.0008411166,-0.10661403,364.0
0,77,0,1.0,0,-0.08524071,-0.15801299,-0.0029733973,0.18580341,364.0
0,78,1,1.0,0,-0.08840096,0.03715139,0.00074267096,-0.107816026,364.0
0,79,0,1.0,0,-0.087657936,-0.1579812,-0.0014136495,0.18510112,364.0
0,80,1,1.0,0,-0.090817556,0.03716095,0.0022883727,-0.10802743,364.0
0,81,0,1.0,0,-0.09007434,-0.15799372,0.00012782427,0.18537658,364.0
0,82,1,1.0,0,-0.09323421,0.037126403,0.003835356,-0.10726601,364.0
0,83,0,1.0,0,-0.09249169,-0.1580503,0.0016900359,0.18662448,364.0
0,84,1,1.0,0,-0.09565269,0.037047435,0.0054225256,-0.10552482,364.0
0,85,0,1.0,0,-0.09491175,-0.1581518,0.003312029,0.18886395,364.0
0,86,1,1.0,0,-0.09807478,0.036922608,0.007089308,-0.10277233,364.0
0,87,0,1.0,0,-0.09733633,-0.15830022,0.0050338614,0.19213879,364.0
0,88,1,1.0,0,-0.100502335,0.036749355,0.008876637,-0.09895193,364.0
0,89,0,1.0,0,-0.09976734,-0.15849867,0.0068975985,0.19651829,364.0
0,90,1,1.0,0,-0.10293732,0.036523934,0.010827964,-0.0939808,364.0
0,91,1,1.0,0,-0.10220684,0.23148903,0.008948348,-0.38322794,364.0
0,92,0,1.0,0,-0.09757706,0.036241177,0.0012837898,-0.087737106,364.0
0,93,1,1.0,0,-0.096852235,0.2313447,-0.00047095236,-0.38001472,364.0
0,94,0,1.0,0,-0.09222534,0.036229443,-0.008071247,-0.08748032,364.0
0,95,0,1.0,0,-0.09150075,-0.1587759,-0.009820853,0.20264523,364.0
0,96,1,1.0,0,-0.09467627,0.036485124,-0.0057679485,-0.09311945,364.0
0,97,0,1.0,0,-0.09394657,-0.15855367,-0.0076303375,0.19773813,364.0
0,98,1,1.0,0,-0.09711764,0.036676574,-0.003675575,-0.09734203,364.0
0,99,1,1.0,0,-0.09638411,0.23185101,-0.0056224153,-0.39118233,364.0
0,100,0,1.0,0,-0.09174709,0.036809303,-0.013446062,-0.10027737,364.0
0,101,0,1.0,0,-0.091010906,-0.15811738,-0.015451609,0.18813321,364.0
0,102,1,1.0,0,-0.09417325,0.03722218,-0.011688945,-0.109383754,364.0
0,103,0,1.0,0,-0.093428805,-0.15773034,-0.013876621,0.17958857,364.0
0,104,0,1.0,0,-0.09658342,-0.352651,-0.0102848485,0.4678618,364.0
0,105,1,1.0,0,-0.103636436,-0.15738526,-0.00092761253,0.171955,364.0
0,106,1,1.0,0,-0.10678414,0.037749957,0.0025114878,-0.12102041,364.0
0,107,0,1.0,0,-0.10602914,-0.1574079,9.107962e-05,0.17245382,364.0
0,108,1,1.0,0,-0.1091773,0.03771276,0.003540156,-0.12020038,364.0
0,109,0,1.0,0,-0.10842305,-0.15745974,0.0011361483,0.17359734,364.0
0,110,1,1.0,0,-0.111572236,0.03764594,0.004608095,-0.11872696,364.0
0,111,1,1.0,0,-0.11081932,0.23270157,0.0022335558,-0.40995252,364.0
0,112,0,1.0,0,-0.10616529,0.037548017,-0.0059654946,-0.11656626,364.0
0,113,0,1.0,0,-0.10541433,-0.15748796,-0.00829682,0.17422864,364.0
0,114,1,1.0,0,-0.108564086,0.037751753,-0.004812247,-0.12106007,364.0
0,115,0,1.0,0,-0.10780905,-0.15730092,-0.007233449,0.17010076,364.0
0,116,1,1.0,0,-0.11095507,0.037923813,-0.0038314334,-0.1248553,364.0
0,117,0,1.0,0,-0.1101966,-0.15714304,-0.0063285395,0.1666164,364.0
0,118,1,1.0,0,-0.113339454,0.038068924,-0.0029962116,-0.12805627,364.0
0,119,0,1.0,0,-0.11257808,-0.15700997,-0.005557337,0.16367988,364.0
0,120,1,1.0,0,-0.115718275,0.038191088,-0.0022837394,-0.13075104,364.0
0,121,1,1.0,0,-0.11495446,0.23334567,-0.00489876,-0.42415357,364.0
0,122,0,1.0,0,-0.11028754,0.038293462,-0.013381831,-0.133019,364.0
0,123,0,1.0,0,-0.10952167,-0.15663427,-0.016042212,0.15541229,364.0
0,124,1,1.0,0,-0.11265436,0.038713653,-0.012933966,-0.1422881,364.0
0,125,1,1.0,0,-0.11188009,0.23401843,-0.015779728,-0.43902326,364.0
0,126,0,1.0,0,-0.10719971,0.039123327,-0.024560193,-0.15135604,364.0
0,127,0,1.0,0,-0.106417246,-0.15563849,-0.027587313,0.13347861,364.0
0,128,0,1.0,0,-0.10953002,-0.35035464,-0.024917742,0.41733205,364.0
0,129,0,1.0,0,-0.11653711,-0.54511476,-0.0165711,0.7020565,364.0
0,130,1,1.0,0,-0.12743941,-0.3497671,-0.0025299706,0.40420356,364.0
0,131,1,1.0,0,-0.13443474,-0.15460935,0.0055541005,0.11072407,364.0
0,132,1,1.0,0,-0.13752693,0.040432565,0.0077685816,-0.18020141,364.0
0,133,1,1.0,0,-0.13671829,0.23544249,0.0041645537,-0.47042355,364.0
0,134,0,1.0,0,-0.13200943,0.040261965,-0.005243917,-0.17643091,364.0
0,135,0,1.0,0,-0.1312042,-0.15478455,-0.008772535,0.11459314,364.0
0,136,1,1.0,0,-0.13429989,0.040461995,-0.0064806724,-0.1808445,364.0
0,137,0,1.0,0,-0.13349065,-0.15456663,-0.010097562,0.10978698,364.0
0,138,1,1.0,0,-0.13658197,0.040698554,-0.007901823,-0.1860645,364.0
0,139,0,1.0,0,-0.13576801,-0.15430945,-0.0116231125,0.10411528,364.0
0,140,0,1.0,0,-0.13885419,-0.34926292,-0.009540807,0.3931086,364.0
0,141,1,1.0,0,-0.14583945,-0.15400688,-0.001678635,0.097432934,364.0
0,142,0,1.0,0,-0.1489196,-0.34910473,0.00027002365,0.3895858,364.0
0,143,1,1.0,0,-0.15590169,-0.15398662,0.00806174,0.09698801,364.0
0,144,1,1.0,0,-0.15898143,0.041018862,0.010001499,-0.1931406,364.0
0,145,0,1.0,0,-0.15816104,-0.15424472,0.0061386875,0.10268053,364.0
0,146,1,1.0,0,-0.16124594,0.040788718,0.008192298,-0.18805936,364.0
0,147,0,1.0,0,-0.16043016,-0.15444948,0.004431111,0.107196614,364.0
0,148,1,1.0,0,-0.16351916,0.040608697,0.0065750433,-0.18408503,364.0
0,149,1,1.0,0,-0.16270699,0.23563595,0.0028933426,-0.47468653,364.0
0,150,0,1.0,0,-0.15799426,0.040473264,-0.0066003883,-0.1810931,364.0
0,151,0,1.0,0,-0.1571848,-0.15455362,-0.010222251,0.109500356,364.0
0,152,1,1.0,0,-0.16027586,0.04071331,-0.008032243,-0.18639003,364.0
0,153,0,1.0,0,-0.1594616,-0.1542928,-0.011760044,0.103748254,364.0
0,154,1,1.0,0,-0.16254745,0.04099569,-0.009685079,-0.1926216,364.0
0,155,0,1.0,0,-0.16172755,-0.15398638,-0.01353751,0.09699043,364.0
0,156,1,1.0,0,-0.16480727,0.041326948,-0.011597702,-0.19993263,364.0
0,157,1,1.0,0,-0.16398074,0.23661284,-0.015596354,-0.4962514,364.0
0,158,0,1.0,0,-0.15924847,0.041714247,-0.025521383,-0.20852423,364.0
0,159,0,1.0,0,-0.15841419,-0.15303366,-0.029691868,0.07600002,364.0
0,160,0,1.0,0,-0.16147487,-0.34771764,-0.028171867,0.35916916,364.0
0,161,1,1.0,0,-0.16842921,-0.15220678,-0.020988483,0.057737794,364.0
0,162,0,1.0,0,-0.17147335,-0.3470216,-0.019833729,0.3437255,364.0
0,163,0,1.0,0,-0.17841378,-0.5418559,-0.012959218,0.6300887,364.0
0,164,1,1.0,0,-0.1892509,-0.3465555,-0.00035744408,0.33335283,364.0
0,165,1,1.0,0,-0.19618201,-0.15142846,0.0063096127,0.040557206,364.0
0,166,1,1.0,0,-0.19921058,0.04360245,0.0071207564,-0.25012833,364.0
0,167,0,1.0,0,-0.19833852,-0.15162046,0.0021181903,0.04479211,364.0
0,168,1,1.0,0,-0.20137094,0.043471053,0.0030140325,-0.24722175,364.0
0,169,0,1.0,0,-0.20050152,-0.15169382,-0.0019304027,0.046410337,364.0
0,170,0,1.0,0,-0.2035354,-0.34678802,-0.001002196,0.33848357,364.0
0,171,1,1.0,0,-0.21047115,-0.15165183,0.005767476,0.045484785,364.0
0,172,1,1.0,0,-0.2135042,0.043386944,0.006677171,-0.24537289,364.0
0,173,0,1.0,0,-0.21263646,-0.15182973,0.0017697136,0.04940868,364.0
0,174,1,1.0,0,-0.21567304,0.04326679,0.0027578871,-0.24271536,364.0
0,175,1,1.0,0,-0.21480772,0.23834924,-0.00209642,-0.5345271,364.0
0,176,0,1.0,0,-0.21004073,0.043256834,-0.012786962,-0.24250549,364.0
0,177,0,1.0,0,-0.20917559,-0.15168016,-0.017637072,0.046116833,364.0
0,178,0,1.0,0,-0.2122092,-0.34654483,-0.016714735,0.33318335,364.0
0,179,1,1.0,0,-0.2191401,-0.151189,-0.010051069,0.03527664,364.0
0,180,0,1.0,0,-0.22216387,-0.3461654,-0.009345535,0.3247715,364.0
0,181,0,1.0,0,-0.22908717,-0.541153,-0.002850106,0.61449265,364.0
0,182,1,1.0,0,-0.23991024,-0.34599137,0.009439747,0.3209134,364.0
0,183,1,1.0,0,-0.24683006,-0.15100512,0.015858015,0.03122229,364.0
0,184,1,1.0,0,-0.24985017,0.043885875,0.016482461,-0.25641537,364.0
0,185,0,1.0,0,-0.24897245,-0.15146747,0.011354153,0.041420467,364.0
0,186,0,1.0,0,-0.2520018,-0.34675038,0.012182563,0.337664,364.0
0,187,1,1.0,0,-0.25893682,-0.1518039,0.018935842,0.04884755,364.0
0,188,1,1.0,0,-0.26197287,0.043041486,0.019912792,-0.23780131,364.0
0,189,0,1.0,0,-0.26111206,-0.1523592,0.015156766,0.061095577,364.0
0,190,1,1.0,0,-0.26415923,0.042542193,0.016378678,-0.22676702,364.0
0,191,0,1.0,0,-0.2633084,-0.15280996,0.011843338,0.071037024,364.0
0,192,1,1.0,0,-0.2663646,0.04214022,0.013264079,-0.21788587,364.0
0,193,1,1.0,0,-0.2655218,0.23707007,0.008906361,-0.5063554,364.0
0,194,0,1.0,0,-0.2607804,0.041823756,-0.001220747,-0.21087912,364.0
0,195,1,1.0,0,-0.2599439,0.23696314,-0.005438329,-0.5039469,364.0
0,196,0,1.0,0,-0.25520465,0.041918255,-0.0155172665,-0.21298273,364.0
0,197,0,1.0,0,-0.25436628,-0.15297845,-0.019776922,0.07476523,364.0
0,198,0,1.0,0,-0.25742584,-0.34781137,-0.018281616,0.36114344,364.0
0,199,0,1.0,0,-0.2643821,-0.54266876,-0.011058748,0.6480062,364.0
0,200,1,1.0,0,-0.27523544,-0.3473945,0.0019013754,0.35186148,364.0
0,201,1,1.0,0,-0.28218335,-0.15229964,0.008938605,0.05977873,364.0
0,202,1,1.0,0,-0.28522936,0.04269302,0.01013418,-0.23007065,364.0
0,203,0,1.0,0,-0.2843755,-0.15257227,0.0055327667,0.06579164,364.0
0,204,0,1.0,0,-0.28742692,-0.3477731,0.0068485993,0.36021504,364.0
0,205,1,1.0,0,-0.2943824,-0.15274918,0.0140529005,0.06969947,364.0
0,206,1,1.0,0,-0.29743737,0.042168517,0.015446889,-0.21851678,364.0
0,207,1,1.0,0,-0.296594,0.23706628,0.011076554,-0.50628734,364.0
0,208,0,1.0,0,-0.29185268,0.04179002,0.00095080707,-0.21013448,364.0
0,209,0,1.0,0,-0.29101688,-0.15334551,-0.0032518825,0.08284823,364.0
0,210,0,1.0,0,-0.29408377,-0.3484207,-0.001594918,0.3745034,364.0
0,211,1,1.0,0,-0.3010522,-0.15327613,0.0058951504,0.08131802,364.0
0,212,0,1.0,0,-0.3041177,-0.3484821,0.0075215106,0.37585503,364.0
0,213,1,1.0,0,-0.31108737,-0.15346777,0.015038611,0.08555314,364.0
0,214,0,1.0,0,-0.3141567,-0.34880203,0.016749674,0.3829426,364.0
0,215,1,1.0,0,-0.32113275,-0.15392186,0.024408525,0.095587485,364.0
0,216,1,1.0,0,-0.3242112,0.04084191,0.026320275,-0.18929574,364.0
0,217,1,1.0,0,-0.32339436,0.23557761,0.022534361,-0.47356087,364.0
0,218,0,1.0,0,-0.31868282,0.04014479,0.013063143,-0.1738615,364.0
0,219,1,1.0,0,-0.31787992,0.23507737,0.009585913,-0.46239498,364.0
0,220,0,1.0,0,-0.31317836,0.039821263,0.00033801355,-0.16670606,364.0
0,221,0,1.0,0,-0.31238192,-0.15530552,-0.0029961076,0.1260835,364.0
0,222,1,1.0,0,-0.31548804,0.03985922,-0.00047443784,-0.16754317,364.0
0,223,0,1.0,0,-0.31469086,-0.15525594,-0.0038253013,0.124990046,364.0
0,224,1,1.0,0,-0.317796,0.039920606,-0.0013255003,-0.16889726,364.0
0,225,0,1.0,0,-0.31699756,-0.15518235,-0.0047034454,0.12336721,364.0
0,226,0,1.0,0,-0.32010123,-0.3502366,-0.0022361013,0.41456255,364.0
0,227,1,1.0,0,-0.32710594,-0.15508303,0.0060551497,0.121175505,364.0
0,228,1,1.0,0,-0.33020762,0.039951652,0.00847866,-0.16959095,364.0
0,229,0,1.0,0,-0.3294086,-0.15529062,0.0050868406,0.12575464,364.0
0,230,1,1.0,0,-0.33251438,0.039758086,0.0076019336,-0.16531911,364.0
0,231,0,1.0,0,-0.33171922,-0.15547186,0.004295551,0.12975228,364.0
0,232,0,1.0,0,-0.33482867,-0.35065508,0.0068905973,0.4237873,364.0
0,233,1,1.0,0,-0.34184176,-0.15563141,0.015366343,0.13328457,364.0
0,234,1,1.0,0,-0.3449544,0.039267093,0.018032035,-0.15451115,364.0
0,235,1,1.0,0,-0.34416905,0.23412628,0.014941812,-0.44145128,364.0
0,236,0,1.0,0,-0.33948654,0.038796104,0.006112786,-0.14409599,364.0
0,237,0,1.0,0,-0.3387106,-0.15641285,0.0032308663,0.15050912,364.0
0,238,1,1.0,0,-0.34183887,0.038662687,0.0062410487,-0.14115278,364.0
0,239,1,1.0,0,-0.34106562,0.2336947,0.003417993,-0.43186024,364.0
0,240,0,1.0,0,-0.33639172,0.03852452,-0.0052192123,-0.1381018,364.0
0,241,0,1.0,0,-0.33562124,-0.15652229,-0.007981248,0.15292999,364.0
0,242,1,1.0,0,-0.33875167,0.038713027,-0.0049226484,-0.14226012,364.0
0,243,0,1.0,0,-0.3379774,-0.15633808,-0.007767851,0.14886573,364.0
0,244,1,1.0,0,-0.34110418,0.03889424,-0.004790536,-0.14625764,364.0
0,245,0,1.0,0,-0.34032628,-0.15615879,-0.007715689,0.14491013,364.0
0,246,0,1.0,0,-0.34344947,-0.3511694,-0.0048174863,0.43514895,364.0
0,247,1,1.0,0,-0.35047284,-0.15597957,0.0038854927,0.14095128,364.0
0,248,1,1.0,0,-0.35359246,0.039086513,0.006704518,-0.15050331,364.0
0,249,1,1.0,0,-0.3528107,0.23411182,0.003694452,-0.44106358,364.0
0,250,0,1.0,0,-0.34812847,0.038937785,-0.0051268195,-0.14721836,364.0
0,251,1,1.0,0,-0.34734973,0.23413278,-0.008071187,-0.44151428,364.0
0,252,0,1.0,0,-0.34266707,0.039125968,-0.016901473,-0.1513865,364.0
0,253,0,1.0,0,-0.34188455,-0.15574995,-0.019929202,0.13591683,364.0
0,254,1,1.0,0,-0.34499955,0.039651707,-0.017210865,-0.16298625,364.0
0,255,0,1.0,0,-0.3442065,-0.15521969,-0.020470591,0.12421781,364.0
0,256,1,1.0,0,-0.3473109,0.040189464,-0.017986234,-0.17485243,364.0
0,257,0,1.0,0,-0.3465071,-0.15467052,-0.021483283,0.11210259,364.0
0,258,1,1.0,0,-0.34960052,0.04075258,-0.01924123,-0.18728001,364.0
0,259,0,1.0,0,-0.34878546,-0.15408887,-0.022986831,0.0992715,364.0
0,260,1,1.0,0,-0.35186726,0.04135485,-0.021001402,-0.20057417,364.0
0,261,0,1.0,0,-0.35104015,-0.15346053,-0.025012884,0.08541051,364.0
0,262,0,1.0,0,-0.35410938,-0.3482152,-0.023304675,0.37009808,364.0
0,263,0,1.0,0,-0.36107367,-0.54299843,-0.015902713,0.65534264,364.0
0,264,0,1.0,0,-0.37193364,-0.73789537,-0.0027958609,0.94297594,364.0
0,265,1,1.0,0,-0.38669154,-0.5427359,0.016063657,0.6494158,364.0
0,266,1,1.0,0,-0.39754626,-0.34784132,0.029051974,0.36183423,364.0
0,267,1,1.0,0,-0.40450308,-0.1531441,0.03628866,0.0784517,364.0
0,268,1,1.0,0,-0.40756598,0.04143935,0.037857693,-0.20256479,364.0
0,269,1,1.0,0,-0.40673718,0.236,0.033806395,-0.48306915,364.0
0,270,0,1.0,0,-0.40201718,0.040417638,0.024145013,-0.17992605,364.0
0,271,0,1.0,0,-0.40120882,-0.15504135,0.020546492,0.120274924,364.0
0,272,1,1.0,0,-0.40430966,0.039780285,0.02295199,-0.1658556,364.0
0,273,1,1.0,0,-0.40351406,0.2345663,0.019634878,-0.45121038,364.0
0,274,1,1.0,0,-0.39882272,0.42940512,0.010610671,-0.73764,364.0
0,275,0,1.0,0,-0.39023462,0.23413825,-0.0041421293,-0.4416367,364.0
0,276,0,1.0,0,-0.38555187,0.039075166,-0.012974863,-0.15026237,364.0
0,277,0,1.0,0,-0.38477036,-0.1558586,-0.015980111,0.13829918,364.0
0,278,1,1.0,0,-0.38788754,0.03948853,-0.013214127,-0.15938208,364.0
0,279,1,1.0,0,-0.38709775,0.23479715,-0.016401768,-0.45620427,364.0
0,280,0,1.0,0,-0.38240182,0.039910886,-0.025525853,-0.16873609,364.0
0,281,0,1.0,0,-0.3816036,-0.15483658,-0.028900575,0.11578615,364.0
0,282,0,1.0,0,-0.38470033,-0.34953275,-0.026584852,0.3992129,364.0
0,283,1,1.0,0,-0.39169097,-0.15404396,-0.018600594,0.098268285,364.0
0,284,1,1.0,0,-0.39477187,0.041339565,-0.016635228,-0.20022456,364.0
0,285,0,1.0,0,-0.39394507,-0.15354057,-0.02063972,0.08716464,364.0
0,286,1,1.0,0,-0.39701587,0.041871067,-0.018896427,-0.21195802,364.0
0,287,0,1.0,0,-0.39617845,-0.15297568,-0.023135588,0.074704714,364.0
0,288,1,1.0,0,-0.39923796,0.042470165,-0.021641493,-0.22518687,364.0
0,289,0,1.0,0,-0.39838856,-0.15233591,-0.026145231,0.060591716,364.0
0,290,1,1.0,0,-0.4014353,0.043150965,-0.024933396,-0.2402242,364.0
0,291,0,1.0,0,-0.40057227,-0.1516061,-0.02973788,0.04449094,364.0
0,292,0,1.0,0,-0.4036044,-0.34628928,-0.028848061,0.32764494,364.0
0,293,1,1.0,0,-0.41053018,-0.15076876,-0.022295162,0.02600604,364.0
0,294,1,1.0,0,-0.41354555,0.04466571,-0.02177504,-0.27362704,364.0
0,295,0,1.0,0,-0.41265222,-0.15013888,-0.027247582,0.012109225,364.0
0,296,0,1.0,0,-0.41565502,-0.3448597,-0.027005399,0.2960722,364.0
0,297,1,1.0,0,-0.4225522,-0.14936337,-0.021083953,-0.0050039673,364.0
0,298,0,1.0,0,-0.42553946,-0.3441767,-0.021184033,0.28095287,364.0
0,299,1,1.0,0,-0.432423,-0.14875908,-0.015564976,-0.018335447,364.0
0,300,1,1.0,0,-0.4353982,0.046582595,-0.015931685,-0.31588838,364.0
0,301,0,1.0,0,-0.43446654,-0.14830884,-0.022249453,-0.02827204,364.0
0,302,1,1.0,0,-0.4374327,0.047124997,-0.022814894,-0.32789105,364.0
0,303,0,1.0,0,-0.4364902,-0.14766484,-0.029372714,-0.04248932,364.0
0,304,0,1.0,0,-0.4394435,-0.34235355,-0.0302225,0.24078344,364.0
0,305,1,1.0,0,-0.44629058,-0.1468132,-0.025406832,-0.061277196,364.0
0,306,0,1.0,0,-0.44922686,-0.34156185,-0.026632376,0.22328267,364.0
0,307,0,1.0,0,-0.45605808,-0.5362932,-0.022166722,0.5074472,364.0
0,308,1,1.0,0,-0.46678394,-0.34086606,-0.012017779,0.20786196,364.0
0,309,0,1.0,0,-0.47360128,-0.5358141,-0.00786054,0.4967298,364.0
0,310,1,1.0,0,-0.48431754,-0.34058222,0.0020740558,0.20158,364.0
0,311,1,1.0,0,-0.4911292,-0.14548999,0.006105656,-0.09044793,364.0
0,312,1,1.0,0,-0.494039,0.049543917,0.004296697,-0.3811983,364.0
0,313,0,1.0,0,-0.49304813,-0.14563878,-0.0033272684,-0.08716372,364.0
0,314,0,1.0,0,-0.4959609,-0.34071288,-0.005070543,0.2044676,364.0
0,315,1,1.0,0,-0.50277513,-0.14551878,-0.0009811908,-0.08981051,364.0
0,316,1,1.0,0,-0.5056855,0.049617216,-0.0027774011,-0.38280284,364.0
0,317,0,1.0,0,-0.5046932,-0.1454652,-0.010433458,-0.09099692,364.0
0,318,1,1.0,0,-0.5076025,0.04980474,-0.012253396,-0.38695326,364.0
0,319,0,1.0,0,-0.5066064,-0.14514114,-0.019992461,-0.098158784,364.0
0,320,0,1.0,0,-0.5095092,-0.33997095,-0.021955637,0.18815011,364.0
0,321,0,1.0,0,-0.5163086,-0.534772,-0.018192636,0.47382686,364.0
0,322,1,1.0,0,-0.52700406,-0.3393979,-0.008716098,0.17546587,364.0
0,323,0,1.0,0,-0.533792,-0.534394,-0.0052067805,0.46538645,364.0
0,324,1,1.0,0,-0.5444799,-0.33919892,0.0041009486,0.17106694,364.0
